,City,Edition,Sport,Discipline,Athlete,NOC,Gender,Event,Event_gender,Medal
0,Seoul,1988,Aquatics,Swimming,"MEAGHER, Mary T.",USA,Women,200m butterfly,W,Bronze
1,Seoul,1988,Aquatics,Swimming,"SIRCH, Cornelia",GDR,Women,200m backstroke,W,Bronze
2,Seoul,1988,Aquatics,Swimming,"CARON, Stephan",FRA,Men,100m freestyle,M,Bronze
3,Seoul,1988,Aquatics,Swimming,"WEIGANG, Birte",GDR,Women,100m butterfly,W,Silver
4,Seoul,1988,Aquatics,Swimming,"MOORHOUSE, Adrian David",GBR,Men,100m breaststroke,M,Gold
5,Seoul,1988,Aquatics,Diving,"LOUGANIS, Gregory",USA,Men,3m springboard,M,Gold
6,Los Angeles,1984,Wrestling,Wrestling Gre-R,"FRASER, Steven Howard",USA,Men,82 - 90kg (light-heavyweight),M,Gold
7,Los Angeles,1984,Wrestling,Wrestling Gre-R,"KIM, Weon-Kee",KOR,Men,57 - 62kg (featherweight),M,Gold
8,Los Angeles,1984,Wrestling,Wrestling Gre-R,"MAENZA, Vincenzo",ITA,Men,- 48kg (light-flyweight),M,Gold
9,Los Angeles,1984,Wrestling,Wrestling Gre-R,"MEMISEVIC, Refik",YUG,Men,+ 100kg (super heavyweight),M,Silver
10,Los Angeles,1984,Wrestling,Wrestling Free.,"KNOSP, Martin",FRG,Men,68 - 74kg (welterweight),M,Silver
11,Los Angeles,1984,Wrestling,Wrestling Free.,"KIM, Jong-Kyu",KOR,Men,48 - 52kg (flyweight),M,Silver
12,Los Angeles,1984,Weightlifting,Weightlifting,"PETRE, Dumitru",ROU,Men,"82.5 - 90kg, total (middle-heavyweight)",M,Silver
13,Los Angeles,1984,Weightlifting,Weightlifting,"RADU, Gelu",ROU,Men,"56 - 60kg, total (featherweight)",M,Silver
14,Los Angeles,1984,Weightlifting,Weightlifting,"ZHOU, Pei-Shun",CHN,Men,"- 52kg, total (flyweight)",M,Silver
15,Los Angeles,1984,Weightlifting,Weightlifting,"TSAI, Wen-Yee",TPE,Men,"56 - 60kg, total (featherweight)",M,Bronze
16,Los Angeles,1984,Volleyball,Volleyball,"CROCKETT, Rita Louise",USA,Women,volleyball,W,Silver
17,Los Angeles,1984,Volleyball,Volleyball,"LI, Yan-Jun",CHN,Women,volleyball,W,Gold
18,Los Angeles,1984,Volleyball,Volleyball,"ISHIDA, Kyoko",JPN,Women,volleyball,W,Bronze
19,Los Angeles,1984,Volleyball,Volleyball,"DE AVILA, Fernando",BRA,Men,volleyball,M,Silver
20,Los Angeles,1984,Volleyball,Volleyball,"MONTANARO, Jose",BRA,Men,volleyball,M,Silver
21,Los Angeles,1984,Volleyball,Volleyball,"KIRALY, Charles",USA,Men,volleyball,M,Gold
22,Los Angeles,1984,Volleyball,Volleyball,"ERRICHIELLO, Giovanni",ITA,Men,volleyball,M,Bronze
23,Los Angeles,1984,Shooting,Shooting,"LI, Yu-Wei",CHN,Men,50m running target (30+30 shots),M,Gold
24,Los Angeles,1984,Shooting,Shooting,"XU, Haifeng",CHN,Men,50m pistol (60 shots),M,Gold
25,Los Angeles,1984,Shooting,Shooting,"SPURGIN, Karen Patricia",USA,Women,10m air rifle (40 shots),W,Gold
26,Los Angeles,1984,Shooting,Shooting,"KAMACHI, Takeo",JPN,Men,25m rapid fire pistol (60 shots),M,Gold
27,Los Angeles,1984,Sailing,Sailing,"SELLERS, Rex Samuel",NZL,Men,Tornado - Multihull,X,Gold
28,Los Angeles,1984,Sailing,Sailing,"SENFFT, Ronaldo",BRA,Men,fleet/match race keelboat open (Soling),X,Silver
29,Los Angeles,1984,Sailing,Sailing,"STEINFELD, Hans Christopher",USA,Men,470 - Two Person Dinghy,M,Silver
30,Los Angeles,1984,Rowing,Rowing,"REEDY, Paul",AUS,Men,quadruple sculls without coxswain (4x),M,Silver
31,Los Angeles,1984,Rowing,Rowing,"KARPPINEN, Pertti",FIN,Men,single sculls (1x),M,Gold
32,Los Angeles,1984,Rowing,Rowing,"FORD, Bruce",CAN,Men,quadruple sculls without coxswain (4x),M,Bronze
33,Los Angeles,1984,Rowing,Rowing,"RASMUSSEN, Bodil Steen",DEN,Women,quadruple sculls with coxswain (4x),W,Bronze
34,Los Angeles,1984,Rowing,Rowing,"ESPESETH, Robert Douglas, Jr.",USA,Men,pair-oared shell with coxswain (2+),M,Bronze
35,Los Angeles,1984,Rowing,Rowing,"TANASA-FRICIOIU, Maria",ROU,Women,four-oared shell with coxswain (4-),W,Gold
36,Los Angeles,1984,Rowing,Rowing,"KIEFER, Thomas Nisbit",USA,Men,four-oared shell with coxswain (4-),M,Silver
37,Los Angeles,1984,Rowing,Rowing,"APOSTOL, Chira",ROU,Women,four-oared shell with coxswain (4-),W,Gold
38,Los Angeles,1984,Rowing,Rowing,"LAWTON, Kevin",NZL,Men,four-oared shell with coxswain (4-),M,Bronze
39,Los Angeles,1984,Rowing,Rowing,"JESSEN, Michael",DEN,Men,four without coxswain (4-),M,Bronze
40,Los Angeles,1984,Rowing,Rowing,"O'STEEN, Shyril",USA,Women,eight with coxswain (8+),W,Gold
41,Los Angeles,1984,Rowing,Rowing,"NEELISSEN, Catalien",NED,Women,eight with coxswain (8+),W,Bronze
42,Los Angeles,1984,Rowing,Rowing,"QUIST, Anne-Marie",NED,Women,eight with coxswain (8+),W,Bronze
43,Los Angeles,1984,Rowing,Rowing,"DARLING, Thomas Ward",USA,Men,eight with coxswain (8+),M,Silver
44,Los Angeles,1984,Rowing,Rowing,"WILLOUGHBY, Timothy",AUS,Men,eight with coxswain (8+),M,Bronze
45,Los Angeles,1984,Rowing,Rowing,"LIPA, Elisabeta",ROU,Women,double sculls (2x),W,Gold
46,Los Angeles,1984,Rowing,Rowing,"IOSUB, Petru",ROU,Men,coxless pair (2-),M,Gold
47,Los Angeles,1984,Modern Pentathlon,Modern Pentath.,"RASMUSON, Svante",SWE,Men,Individual competition,M,Silver
48,Los Angeles,1984,Modern Pentathlon,Modern Pentath.,"GLENESK, Dean William",USA,Men,Team competition,M,Silver
49,Los Angeles,1984,Judo,Judo,"BERLAND, Robert Lee",USA,Men,78 - 86kg (middleweight),M,Silver
50,Los Angeles,1984,Judo,Judo,"HWANG, Jun-Oh",KOR,Men,60 - 65kg (half-lightweight),M,Silver
51,Los Angeles,1984,Hockey,Hockey,"WEIERMANN-LIETZ, Andrea",FRG,Women,hockey,W,Silver
52,Los Angeles,1984,Hockey,Hockey,"DRULL, Elke",FRG,Women,hockey,W,Silver
54,Los Angeles,1984,Hockey,Hockey,"OHR, Martine",NED,Women,hockey,W,Gold
55,Los Angeles,1984,Hockey,Hockey,"SHELTON, Karen Christina",USA,Women,hockey,W,Bronze
56,Los Angeles,1984,Hockey,Hockey,"ANDERS, Elizabeth Rambo",USA,Women,hockey,W,Bronze
57,Los Angeles,1984,Hockey,Hockey,"FISCHER, Carsten",FRG,Men,hockey,M,Silver
58,Los Angeles,1984,Hockey,Hockey,"MANZOOR, Hussain",PAK,Men,hockey,M,Gold
59,Los Angeles,1984,Hockey,Hockey,"QASIM, Zia",PAK,Men,hockey,M,Gold
60,Los Angeles,1984,Hockey,Hockey,"PRECIOUS, Mark",GBR,Men,hockey,M,Bronze
61,Los Angeles,1984,Hockey,Hockey,"BATCHELOR, Steven James",GBR,Men,hockey,M,Bronze
62,Los Angeles,1984,Handball,Handball,"JEONG, Soon-Bok",KOR,Women,handball,W,Silver
63,Los Angeles,1984,Handball,Handball,"ERCIC, Emilija",YUG,Women,handball,W,Gold
64,Los Angeles,1984,Handball,Handball,"DJURICA, Mirjana",YUG,Women,handball,W,Gold
65,Los Angeles,1984,Handball,Handball,"WANG, Lin-Wei",CHN,Women,handball,W,Bronze
66,Los Angeles,1984,Handball,Handball,"SCHWENKER, Uwe",FRG,Men,handball,M,Silver
67,Los Angeles,1984,Handball,Handball,"VUKOVIC, Veselin",YUG,Men,handball,M,Gold
68,Los Angeles,1984,Handball,Handball,"ARNAUTOVIC, Zlatan",YUG,Men,handball,M,Gold
69,Los Angeles,1984,Handball,Handball,"BULIGAN, Alexandru",ROU,Men,handball,M,Bronze
70,Los Angeles,1984,Handball,Handball,"FOLKER, Alexandru",ROU,Men,handball,M,Bronze
71,Los Angeles,1984,Gymnastics,Artistic G.,"LI, Ning",CHN,Men,vault,M,Silver
72,Los Angeles,1984,Gymnastics,Artistic G.,"BILEK, Pamela Jean",USA,Women,team competition,W,Silver
73,Los Angeles,1984,Gymnastics,Artistic G.,"CHEN, Youg-Yan",CHN,Women,team competition,W,Bronze
74,Los Angeles,1984,Gymnastics,Artistic G.,"CONNER, Barthold Wayne",USA,Men,team competition,M,Gold
75,Los Angeles,1984,Gymnastics,Artistic G.,"YAMAWAKI, Kyoji",JPN,Men,team competition,M,Bronze
76,Los Angeles,1984,Gymnastics,Artistic G.,"LI, Ning",CHN,Men,pommel horse,M,Gold
77,Los Angeles,1984,Gymnastics,Artistic G.,"MORISUE, Shinji",JPN,Men,horizontal bar,M,Gold
78,Los Angeles,1984,Football,Football,"WINCK, Luiz Carlos",BRA,Men,football,M,Silver
79,Los Angeles,1984,Football,Football,"FERREIRA, Andre Luiz",BRA,Men,football,M,Silver
80,Los Angeles,1984,Football,Football,"LEMOULT, Jean-Claude",FRA,Men,football,M,Gold
81,Los Angeles,1984,Football,Football,"THOUVENEL, Jean Christophe",FRA,Men,football,M,Gold
82,Los Angeles,1984,Football,Football,"SMAJIC, Admir",YUG,Men,football,M,Bronze
83,Los Angeles,1984,Football,Football,"CVETKOVIC, Borislav",YUG,Men,football,M,Bronze
84,Los Angeles,1984,Fencing,Fencing,"DALLA BARBA, Gianfranco",ITA,Men,sabre team,M,Gold
85,Los Angeles,1984,Fencing,Fencing,"MOLDOVAN-ZSAK, Marcela",ROU,Women,foil team,W,Silver
86,Los Angeles,1984,Fencing,Fencing,"BROUQUIER, Veronique",FRA,Women,foil team,W,Bronze
87,Los Angeles,1984,Fencing,Fencing,"DAN, Aurora",ROU,Women,foil team,W,Silver
88,Los Angeles,1984,Fencing,Fencing,"PIETRUSZKA, Frederic",FRA,Men,foil team,M,Bronze
89,Los Angeles,1984,Fencing,Fencing,"RIBOUD, Philippe",FRA,Men,épée team,M,Silver
90,Los Angeles,1984,Fencing,Fencing,"CUOMO, Sandro",ITA,Men,épée team,M,Bronze
91,Los Angeles,1984,Equestrian,Jumping,"FARGIS, Joseph Halpin, Iv",USA,Men,team,X,Gold
92,Los Angeles,1984,Equestrian,Jumping,"SMITH, Steven",GBR,Men,team,X,Silver
93,Los Angeles,1984,Equestrian,Eventing,"STIVES-LENDE, Karen Elizabeth",USA,Women,team,X,Gold
94,Los Angeles,1984,Equestrian,Dressage,"STUECKELBERGER, Christine",SUI,Women,team,X,Silver
95,Los Angeles,1984,Equestrian,Dressage,"KLIMKE, Reiner",FRG,Men,individual,X,Gold
96,Los Angeles,1984,Cycling,Cycling Track,"GRENDA, Michael",AUS,Men,Team Pursuit (4000m),M,Gold
97,Los Angeles,1984,Cycling,Cycling Track,"HEGG, Stephen Edward",USA,Men,Individual Pursuit,M,Gold
98,Los Angeles,1984,Cycling,Cycling Track,"GOLZ, Rolf",FRG,Men,Team Pursuit (4000m),M,Bronze
99,Los Angeles,1984,Cycling,Cycling Road,"GIOVANNETTI, Marco",ITA,Men,team time trial,M,Gold
100,Los Angeles,1984,Canoe / Kayak,Canoe / Kayak F,"WIBERG-GUNNARSSON, Susanne",SWE,Women,K-4 500m (kayak four),W,Silver
101,Los Angeles,1984,Canoe / Kayak,Canoe / Kayak F,"OHLSSON, Thomas",SWE,Men,K-4 1000m (kayak four),M,Silver
102,Los Angeles,1984,Canoe / Kayak,Canoe / Kayak F,"HOLLOWAY, Susan",CAN,Women,K-2 500m (kayak double),W,Silver
103,Los Angeles,1984,Canoe / Kayak,Canoe / Kayak F,"BOCCARA, Philippe",FRA,Men,K-4 1000m (kayak four),M,Bronze
104,Los Angeles,1984,Canoe / Kayak,Canoe / Kayak F,"FISHER, Hugh",CAN,Men,K-2 500m (kayak double),M,Bronze
105,Los Angeles,1984,Canoe / Kayak,Canoe / Kayak F,"BREGEON, Bernard",FRA,Men,K-1 500m (kayak single),M,Bronze
106,Los Angeles,1984,Canoe / Kayak,Canoe / Kayak F,"SIMIONOV, Toma",ROU,Men,C-2 1000m (canoe double),M,Gold
107,Los Angeles,1984,Boxing,Boxing,"VANDERLIJDE, Arnold",NED,Men,81 - 91kg (heavyweight),M,Bronze
108,Los Angeles,1984,Boxing,Boxing,"ZIELONKA, Manfred",FRG,Men,67 - 71kg (light-middleweight),M,Bronze
109,Los Angeles,1984,Boxing,Boxing,"MOUSSA, Mustapha",ALG,Men,75 - 81kg (light-heavyweight),M,Bronze
110,Los Angeles,1984,Boxing,Boxing,"WHITAKER, Pernell",USA,Men,57 - 60kg (lightweight),M,Gold
111,Los Angeles,1984,Boxing,Boxing,"MCCRORY, Steven D.",USA,Men,48 - 51kg (flyweight),M,Gold
112,Los Angeles,1984,Basketball,Basketball,"PARK, Yang-Gae",KOR,Women,basketball,W,Silver
113,Los Angeles,1984,Basketball,Basketball,"NOBLE, Cindy Jo.",USA,Women,basketball,W,Gold
114,Los Angeles,1984,Basketball,Basketball,"WOODARD, Lynette",USA,Women,basketball,W,Gold
115,Los Angeles,1984,Basketball,Basketball,"ZHENG, Haixia",CHN,Women,basketball,W,Bronze
116,Los Angeles,1984,Basketball,Basketball,"SOLOZABAL, Ignacio",ESP,Men,basketball,M,Silver
117,Los Angeles,1984,Basketball,Basketball,"WOOD, Leonard III",USA,Men,basketball,M,Gold
118,Los Angeles,1984,Basketball,Basketball,"ZORKIC, Nebojsa",YUG,Men,basketball,M,Bronze
119,Los Angeles,1984,Athletics,Athletics,"CONLEY, Mike",USA,Men,triple jump,M,Silver
120,Los Angeles,1984,Basketball,Basketball,"PETROVIC, Drazen",YUG,Men,basketball,M,Bronze
121,Los Angeles,1984,Athletics,Athletics,"VIGNERON, Thierry",FRA,Men,pole vault,M,Bronze
122,Los Angeles,1984,Athletics,Athletics,"LEWIS, Carl",USA,Men,long jump,M,Gold
123,Los Angeles,1984,Athletics,Athletics,"MÖGENBURG, Dietmar",FRG,Men,high jump,M,Gold
124,Los Angeles,1984,Athletics,Athletics,"DANNEBERG, Rolf",FRG,Men,discus throw,M,Gold
126,Los Angeles,1984,Athletics,Athletics,"GUSTAFSSON, Bo",SWE,Men,50km walk,M,Silver
127,Los Angeles,1984,Athletics,Athletics,"CHEESEBOROUGH, Chandra Danette",USA,Women,4x400m relay,W,Gold
128,Los Angeles,1984,Athletics,Athletics,"BABERS, Alonzo C.",USA,Men,4x400m relay,M,Gold
129,Los Angeles,1984,Athletics,Athletics,"BOLDEN, Jeanette",USA,Women,4x100m relay,W,Gold
130,Los Angeles,1984,Athletics,Athletics,"GRADDY, Samuel Louis",USA,Men,4x100m relay,M,Gold
131,Los Angeles,1984,Athletics,Athletics,"STEWART, Ray",JAM,Men,4x100m relay,M,Silver
132,Los Angeles,1984,Athletics,Athletics,"SCHMID, Harald",FRG,Men,400m hurdles,M,Bronze
133,Los Angeles,1984,Athletics,Athletics,"WILLIAMS, Lynn",CAN,Women,3000m,W,Bronze
134,Los Angeles,1984,Athletics,Athletics,"PUICA, Maricica",ROU,Women,1500m,W,Bronze
135,Los Angeles,1984,Athletics,Athletics,"ASHFORD, Evelyn",USA,Women,100m,W,Gold
136,Los Angeles,1984,Athletics,Athletics,"OTTEY-PAGE, Merlene",JAM,Women,100m,W,Bronze
137,Los Angeles,1984,Archery,Archery,"MCKINNEY, Richard Lee",USA,Men,individual FITA round,M,Silver
138,Los Angeles,1984,Aquatics,Water polo,"DORST, Christopher Taylor",USA,Men,water polo,M,Silver
139,Los Angeles,1984,Aquatics,Water polo,"KRIVOKAPIC, Milorad",YUG,Men,water polo,M,Gold
140,Los Angeles,1984,Aquatics,Water polo,"LOEBB, Thomas",FRG,Men,water polo,M,Bronze
141,Los Angeles,1984,Aquatics,Synchronized S.,"COSTIE, Candace",USA,Women,duet,W,Gold
142,Los Angeles,1984,Aquatics,Synchronized S.,"RUIZ-CONFORTO, Tracie Lehuanani",USA,Women,solo,W,Gold
143,Los Angeles,1984,Aquatics,Swimming,"HEATH, Michael Steward",USA,Men,4x200m freestyle relay,M,Gold
144,Los Angeles,1984,Aquatics,Swimming,"HOGSHEAD, Nancy Lynn",USA,Women,4x100m medley relay,W,Gold
145,Los Angeles,1984,Aquatics,Swimming,"LUNDQUIST, Steven K.",USA,Men,4x100m medley relay,M,Gold
146,Los Angeles,1984,Aquatics,Swimming,"STEINSEIFER, Carolyn",USA,Women,4x100m freestyle relay,W,Gold
147,Los Angeles,1984,Aquatics,Swimming,"JOHNSON, Jenna Leigh",USA,Women,4x100m freestyle relay,W,Gold
148,Los Angeles,1984,Aquatics,Swimming,"HEATH, Michael Steward",USA,Men,4x100m freestyle relay,M,Gold
149,Los Angeles,1984,Aquatics,Swimming,"BAUMANN, Alexander",CAN,Men,400m individual medley,M,Gold
150,Los Angeles,1984,Aquatics,Swimming,"BAUMANN, Alexander",CAN,Men,200m individual medley,M,Gold
151,Los Angeles,1984,Aquatics,Swimming,"SIEBEN, Jonathan",AUS,Men,200m butterfly,M,Gold
152,Los Angeles,1984,Aquatics,Swimming,"CAREY, Richard John",USA,Men,200m backstroke,M,Gold
153,Los Angeles,1984,Aquatics,Swimming,"WHITE, Amy Lee",USA,Women,200m backstroke,W,Silver
154,Los Angeles,1984,Aquatics,Swimming,"JOHNSON, Jenna Leigh",USA,Women,100m butterfly,W,Silver
155,Los Angeles,1984,Aquatics,Swimming,"MITCHELL, Elizabeth",USA,Women,100m backstroke,W,Silver
156,Los Angeles,1984,Aquatics,Diving,"MITCHELL, Michele",USA,Women,10m platform,W,Silver
157,Moscow,1980,Wrestling,Wrestling Gre-R,"DOLGOWICZ, Jan",POL,Men,74 - 82kg (middleweight),M,Silver
158,Moscow,1980,Wrestling,Wrestling Gre-R,"LIPIEN, Josef",POL,Men,52 - 57kg (bantamweight),M,Silver
159,Moscow,1980,Wrestling,Wrestling Gre-R,"PAVLOV, Pavel",BUL,Men,74 - 82kg (middleweight),M,Bronze
160,Moscow,1980,Wrestling,Wrestling Gre-R,"SERES, Ferenc",HUN,Men,- 48kg (light-flyweight),M,Bronze
161,Moscow,1980,Wrestling,Wrestling Free.,"KARABIN, Dan",TCH,Men,68 - 74kg (welterweight),M,Bronze
162,Moscow,1980,Wrestling,Wrestling Free.,"SELIMOV, Nermedin",BUL,Men,48 - 52kg (flyweight),M,Bronze
163,Moscow,1980,Weightlifting,Weightlifting,"MANTEK, Frank",GDR,Men,"82.5 - 90kg, total (middle-heavyweight)",M,Bronze
164,Moscow,1980,Weightlifting,Weightlifting,"BLANCO FERNANDEZ, Alberto",CUB,Men,"90 - 100kg, total (first-heavyweight)",M,Bronze
165,Moscow,1980,Weightlifting,Weightlifting,"MAZIN, Viktor",URS,Men,"56 - 60kg, total (featherweight)",M,Gold
166,Moscow,1980,Weightlifting,Weightlifting,"OSMONALIEV, Kanybek",URS,Men,"- 52kg, total (flyweight)",M,Gold
167,Moscow,1980,Volleyball,Volleyball,"CZEKALLA, Barbara",GDR,Women,volleyball,W,Silver
168,Moscow,1980,Volleyball,Volleyball,"ANDREIUK, Elena",URS,Women,volleyball,W,Gold
169,Moscow,1980,Volleyball,Volleyball,"BOZHURINA, Tsvetana",BUL,Women,volleyball,W,Bronze
170,Moscow,1980,Volleyball,Volleyball,"PETRUNOVA, Silva",BUL,Women,volleyball,W,Bronze
171,Moscow,1980,Volleyball,Volleyball,"DIMITROV, Stefan",BUL,Men,volleyball,M,Silver
172,Moscow,1980,Volleyball,Volleyball,"ERMILOV, Aleksandr",URS,Men,volleyball,M,Gold
173,Moscow,1980,Volleyball,Volleyball,"DUMANOIU, Laurentiu",ROU,Men,volleyball,M,Bronze
174,Moscow,1980,Shooting,Shooting,"HEILFORT, Hellfried",GDR,Men,50m rifle prone (60 shots),X,Silver
175,Moscow,1980,Shooting,Shooting,"SOKOLOV, Igor",URS,Men,50m running target (30+30 shots),X,Gold
176,Moscow,1980,Shooting,Shooting,"PETRITSCH, Gerhard",AUT,Men,25m rapid fire pistol (60 shots),X,Bronze
177,Moscow,1980,Sailing,Sailing,"MARSTRÖM, Göran",SWE,Men,Tornado - Multihull,X,Bronze
178,Moscow,1980,Sailing,Sailing,"BUDNIKOV, Aleksandr",URS,Men,fleet/match race keelboat open (Soling),X,Silver
179,Moscow,1980,Sailing,Sailing,"LINDGREN, Jouko",FIN,Men,470 - Two Person Dinghy,M,Bronze
180,Moscow,1980,Rowing,Rowing,"HEPPNER, Uwe",GDR,Men,quadruple sculls without coxswain (4x),M,Gold
181,Moscow,1980,Rowing,Rowing,"YAKUSHA, Vasili",URS,Men,single sculls (1x),M,Silver
182,Moscow,1980,Rowing,Rowing,"CHEREMISINA, Nina",URS,Women,quadruple sculls with coxswain (4x),W,Silver
183,Moscow,1980,Rowing,Rowing,"LUKYANOV, Aleksandr",URS,Men,pair-oared shell with coxswain (2+),M,Silver
184,Moscow,1980,Rowing,Rowing,"KELBETCHEVA-BARBULOVA, Siika",BUL,Women,pair without coxswain (2-),W,Bronze
185,Moscow,1980,Rowing,Rowing,"STUDNEVA, Marina",URS,Women,four-oared shell with coxswain (4-),W,Bronze
186,Moscow,1980,Rowing,Rowing,"FRÖHLICH, Silvia",GDR,Women,four-oared shell with coxswain (4-),W,Gold
187,Moscow,1980,Rowing,Rowing,"GREGOR, Andreas",GDR,Men,four-oared shell with coxswain (4-),M,Gold
188,Moscow,1980,Rowing,Rowing,"DOLININ, Valeri",URS,Men,four without coxswain (4-),M,Silver
189,Moscow,1980,Rowing,Rowing,"STETSENKO, Tatiana",URS,Women,eight with coxswain (8+),W,Silver
190,Moscow,1980,Rowing,Rowing,"LOHS-KUHN, Gabriele",GDR,Women,eight with coxswain (8+),W,Gold
191,Moscow,1980,Rowing,Rowing,"WHITWELL, Allan",GBR,Men,eight with coxswain (8+),M,Silver
192,Moscow,1980,Rowing,Rowing,"ILIUTA, Ana",ROU,Women,eight with coxswain (8+),W,Bronze
193,Moscow,1980,Rowing,Rowing,"KOPPE, Hans-Peter",GDR,Men,eight with coxswain (8+),M,Gold
194,Moscow,1980,Rowing,Rowing,"MAISTRENKO, Igor",URS,Men,eight with coxswain (8+),M,Bronze
195,Moscow,1980,Rowing,Rowing,"KRÖPPELIEN, Klaus",GDR,Men,double sculls (2x),M,Gold
196,Moscow,1980,Modern Pentathlon,Modern Pentath.,"HORVATH, Laszlo",HUN,Men,Team competition,M,Silver
198,Moscow,1980,Judo,Judo,"LORENZ, Dietmar",GDR,Men,open category,M,Gold
199,Moscow,1980,Judo,Judo,"KHABARELI, Shota",URS,Men,71 - 78kg (half-middleweight),M,Gold
200,Moscow,1980,Judo,Judo,"PARISI, Angelo",FRA,Men,+ 95kg (heavyweight),M,Gold
201,Moscow,1980,Hockey,Hockey,"PETRICKOVA, Kveta",TCH,Women,hockey,W,Silver
202,Moscow,1980,Hockey,Hockey,"VOLK, Helen",ZIM,Women,hockey,W,Gold
203,Moscow,1980,Hockey,Hockey,"HUBACKOVA, Ida",TCH,Women,hockey,W,Silver
204,Moscow,1980,Hockey,Hockey,"COWLEY, Gillian Margaret",ZIM,Women,hockey,W,Gold
205,Moscow,1980,Hockey,Hockey,"GORBATKOVA, Nelli",URS,Women,hockey,W,Bronze
206,Moscow,1980,Hockey,Hockey,"MALGOSA MORERA, Santiago",ESP,Men,hockey,M,Silver
207,Moscow,1980,Hockey,Hockey,"ZAFAR, Zafar",IND,Men,hockey,M,Gold
208,Moscow,1980,Hockey,Hockey,"SYLVANUS, Dung Dung",IND,Men,hockey,M,Gold
209,Moscow,1980,Hockey,Hockey,"DEAVINDER, Singh",IND,Men,hockey,M,Gold
210,Moscow,1980,Hockey,Hockey,"MIASNIKOV, Aleksandr",URS,Men,hockey,M,Bronze
211,Moscow,1980,Handball,Handball,"SAVIC, Rada",YUG,Women,handball,W,Silver
212,Moscow,1980,Handball,Handball,"TURCHINA, Zinaida",URS,Women,handball,W,Gold
213,Moscow,1980,Handball,Handball,"BEREZHNAYA-ODINOKOVA, Liubov",URS,Women,handball,W,Gold
214,Moscow,1980,Handball,Handball,"LUTAEVA, Valentina",URS,Women,handball,W,Gold
215,Moscow,1980,Handball,Handball,"KRÜGER, Katrin",GDR,Women,handball,W,Bronze
216,Moscow,1980,Handball,Handball,"KARSHAKEVICH, Aleksandr",URS,Men,handball,M,Silver
217,Moscow,1980,Handball,Handball,"KRUGER, Hartmut",GDR,Men,handball,M,Gold
218,Moscow,1980,Handball,Handball,"STINGA, Vasile",ROU,Men,handball,M,Bronze
219,Moscow,1980,Handball,Handball,"MUNTEANU, Nicolae",ROU,Men,handball,M,Bronze
220,Moscow,1980,Gymnastics,Artistic G.,"SHAPOSHNIKOVA, Natalia",URS,Women,vault,W,Gold
221,Moscow,1980,Gymnastics,Artistic G.,"GRIGORAS, Cristina Elena",ROU,Women,team competition,W,Silver
222,Moscow,1980,Gymnastics,Artistic G.,"RENSCH, Katharina",GDR,Women,team competition,W,Bronze
223,Moscow,1980,Gymnastics,Artistic G.,"MAKUTS, Bogdan",URS,Men,team competition,M,Gold
224,Moscow,1980,Gymnastics,Artistic G.,"TABAK, Jiri",TCH,Men,rings,M,Bronze
225,Moscow,1980,Gymnastics,Artistic G.,"GUCZOGHY, György",HUN,Men,team competition,M,Bronze
226,Moscow,1980,Gymnastics,Artistic G.,"DITYATIN, Aleksandr",URS,Men,individual all-round,M,Gold
227,Moscow,1980,Gymnastics,Artistic G.,"DAVYDOVA, Elena",URS,Women,balance beam,W,Silver
228,Moscow,1980,Football,Football,"NETZ, Wolf-Rudiger",GDR,Men,football,M,Silver
229,Moscow,1980,Football,Football,"SREINER, Zdenek",TCH,Men,football,M,Gold
230,Moscow,1980,Football,Football,"BERGER, Jan",TCH,Men,football,M,Gold
231,Moscow,1980,Football,Football,"RYGEL, Zdenek",TCH,Men,football,M,Gold
232,Moscow,1980,Football,Football,"DASAEV, Rinat",URS,Men,football,M,Bronze
233,Moscow,1980,Fencing,Fencing,"SIDYAK, Viktor",URS,Men,sabre team,M,Gold
234,Moscow,1980,Fencing,Fencing,"GEDOVARI, Imre",HUN,Men,sabre individual,M,Bronze
235,Moscow,1980,Fencing,Fencing,"STEFANEK, Gertrud",HUN,Women,foil team,W,Bronze
236,Moscow,1980,Fencing,Fencing,"BROUQUIER, Veronique",FRA,Women,foil team,W,Gold
237,Moscow,1980,Fencing,Fencing,"FLAMENT, Didier",FRA,Men,foil team,M,Gold
238,Moscow,1980,Fencing,Fencing,"ROMANKOV, Aleksander",URS,Men,foil individual,M,Bronze
239,Moscow,1980,Fencing,Fencing,"LUKOMSKY, Boris",URS,Men,épée team,M,Bronze
240,Moscow,1980,Equestrian,Jumping,REIS,URS,Men,team,X,Gold
241,Moscow,1980,Equestrian,Jumping,ESPADRON,URS,Men,individual,X,Silver
242,Moscow,1980,Equestrian,Jumping,GEPATIT,URS,Men,team,X,Gold
243,Moscow,1980,Equestrian,Eventing,"ROGOZHIN, Sergei",URS,Men,team,X,Gold
244,Moscow,1980,Equestrian,Eventing,"SALNIKOV, Yuri",URS,Men,individual,X,Bronze
245,Moscow,1980,Equestrian,Dressage,"VELIKU, Dumitru",ROU,Men,team,X,Bronze
246,Moscow,1980,Cycling,Cycling Track,"MORTAG, Gerald",GDR,Men,Team Pursuit (4000m),M,Silver
247,Moscow,1980,Cycling,Cycling Track,"WIEGAND, Matthias",GDR,Men,Team Pursuit (4000m),M,Silver
248,Moscow,1980,Cycling,Cycling Track,"KOPYLOV, Sergei",URS,Men,Sprint indivual,M,Bronze
