,City,Edition,Sport,Discipline,Participant,Nation,Sex,Event,Event_gender,Medal
5466,Amsterdam,1928,Gymnastics,Artistic G.,"NORDHEIM, Helena",NED,Women,team competition,W,Gold
5467,Amsterdam,1928,Gymnastics,Artistic G.,"POLAK, Ans",NED,Women,team competition,W,Gold
5468,Amsterdam,1928,Gymnastics,Artistic G.,"SIMONS, Jud",NED,Women,team competition,W,Gold
5469,Amsterdam,1928,Gymnastics,Artistic G.,"STELMA, Jacoba Cornelia",NED,Women,team competition,W,Gold
5470,Amsterdam,1928,Gymnastics,Artistic G.,"VAN DEN BERG, Jacomina",NED,Women,team competition,W,Gold
5471,Amsterdam,1928,Gymnastics,Artistic G.,"VAN DEN BOS, Alida Johanna",NED,Women,team competition,W,Gold
5472,Amsterdam,1928,Gymnastics,Artistic G.,"VAN DER VEGT, Anna Maria",NED,Women,team competition,W,Gold
5473,Amsterdam,1928,Gymnastics,Artistic G.,"VAN RANDWIJK, Petronella Phillemina Johanna",NED,Women,team competition,W,Gold
5474,Amsterdam,1928,Gymnastics,Artistic G.,"VAN RUMT, Hendrika Alida",NED,Women,team competition,W,Gold
5488,Amsterdam,1928,Gymnastics,Artistic G.,"MACK, Eugen",SUI,Men,vault,M,Gold
5512,Amsterdam,1928,Hockey,Hockey,"ALLEN, Richard James",IND,Men,hockey,M,Gold
5513,Amsterdam,1928,Hockey,Hockey,"CHAND, Dyan",IND,Men,hockey,M,Gold
5514,Amsterdam,1928,Hockey,Hockey,"GATELEY, Maurice A.",IND,Men,hockey,M,Gold
5515,Amsterdam,1928,Hockey,Hockey,"GILL, K. S.",IND,Men,hockey,M,Gold
5516,Amsterdam,1928,Hockey,Hockey,"GOODSIR-CULLEN, William John",IND,Men,hockey,M,Gold
5517,Amsterdam,1928,Hockey,Hockey,"HAMMOND, Leslie Charles",IND,Men,hockey,M,Gold
5518,Amsterdam,1928,Hockey,Hockey,"KHAN, Feroze Uddin",IND,Men,hockey,M,Gold
5519,Amsterdam,1928,Hockey,Hockey,"MARTHINS, George E.",IND,Men,hockey,M,Gold
5520,Amsterdam,1928,Hockey,Hockey,"NORRIS, Rex A.",IND,Men,hockey,M,Gold
5521,Amsterdam,1928,Hockey,Hockey,"PINNIGER, Broome Eric",IND,Men,hockey,M,Gold
5522,Amsterdam,1928,Hockey,Hockey,"ROCQUE, Michael E.",IND,Men,hockey,M,Gold
5523,Amsterdam,1928,Hockey,Hockey,"SEAMAN, Frederic S.",IND,Men,hockey,M,Gold
5524,Amsterdam,1928,Hockey,Hockey,"SHAUKAT, Ali",IND,Men,hockey,M,Gold
5525,Amsterdam,1928,Hockey,Hockey,"SINGH, Jaipal",IND,Men,hockey,M,Gold
5526,Amsterdam,1928,Hockey,Hockey,"YUSUF, Sayed Mohamed",IND,Men,hockey,M,Gold
5550,Amsterdam,1928,Modern Pentathlon,Modern Pentath.,"THOFELT, Sven",SWE,Men,Individual competition,M,Gold
5554,Amsterdam,1928,Rowing,Rowing,"MÖSCHTER, Kurt",GER,Men,coxless pair (2-),M,Gold
5555,Amsterdam,1928,Rowing,Rowing,"MÜLLER, Bruno",GER,Men,coxless pair (2-),M,Gold
5560,Amsterdam,1928,Rowing,Rowing,"COSTELLO, Paul Vincent",USA,Men,double sculls (2x),M,Gold
5561,Amsterdam,1928,Rowing,Rowing,"MCILVAINE, Charles Joseph",USA,Men,double sculls (2x),M,Gold
5573,Amsterdam,1928,Rowing,Rowing,"BLESSING, Donald F.",USA,Men,eight with coxswain (8+),M,Gold
5574,Amsterdam,1928,Rowing,Rowing,"BRINCK, John Manning",USA,Men,eight with coxswain (8+),M,Gold
5575,Amsterdam,1928,Rowing,Rowing,"CALDWELL, Hubert Aspinwall",USA,Men,eight with coxswain (8+),M,Gold
5576,Amsterdam,1928,Rowing,Rowing,"DALLY, William Morris",USA,Men,eight with coxswain (8+),M,Gold
5577,Amsterdam,1928,Rowing,Rowing,"DONLON, Peter Dwight",USA,Men,eight with coxswain (8+),M,Gold
5578,Amsterdam,1928,Rowing,Rowing,"FREDERICK, Francis Harland",USA,Men,eight with coxswain (8+),M,Gold
5579,Amsterdam,1928,Rowing,Rowing,"STALDER, Marvin Frederick",USA,Men,eight with coxswain (8+),M,Gold
5580,Amsterdam,1928,Rowing,Rowing,"THOMPSON, William G.",USA,Men,eight with coxswain (8+),M,Gold
5581,Amsterdam,1928,Rowing,Rowing,"WORKMAN, James Theodore",USA,Men,eight with coxswain (8+),M,Gold
5595,Amsterdam,1928,Rowing,Rowing,"BEESLY, Richard",GBR,Men,four without coxswain (4-),M,Gold
5596,Amsterdam,1928,Rowing,Rowing,"BEVAN, Edward Vaughan",GBR,Men,four without coxswain (4-),M,Gold
5597,Amsterdam,1928,Rowing,Rowing,"LANDER, John Gerard Heath",GBR,Men,four without coxswain (4-),M,Gold
5598,Amsterdam,1928,Rowing,Rowing,"WARRINER, Michael Henry",GBR,Men,four without coxswain (4-),M,Gold
5608,Amsterdam,1928,Rowing,Rowing,"D, Giliante",ITA,Men,four-oared shell with coxswain (4-),M,Gold
5609,Amsterdam,1928,Rowing,Rowing,"DELISE, Giovanni",ITA,Men,four-oared shell with coxswain (4-),M,Gold
5610,Amsterdam,1928,Rowing,Rowing,"PERENTIN, Valerio",ITA,Men,four-oared shell with coxswain (4-),M,Gold
5611,Amsterdam,1928,Rowing,Rowing,"PETRONIO, Renato",ITA,Men,four-oared shell with coxswain (4-),M,Gold
5612,Amsterdam,1928,Rowing,Rowing,"VITTORI, Nicolo",ITA,Men,four-oared shell with coxswain (4-),M,Gold
5621,Amsterdam,1928,Rowing,Rowing,"BOURQUIN, Hans",SUI,Men,pair-oared shell with coxswain (2+),M,Gold
5622,Amsterdam,1928,Rowing,Rowing,"SCHÖCHLIN, Hans W.",SUI,Men,pair-oared shell with coxswain (2+),M,Gold
5623,Amsterdam,1928,Rowing,Rowing,"SCHÖCHLIN, Karl F.",SUI,Men,pair-oared shell with coxswain (2+),M,Gold
5628,Amsterdam,1928,Rowing,Rowing,"PEARCE, Henry Robert",AUS,Men,single sculls (1x),M,Gold
5631,Amsterdam,1928,Sailing,Sailing,"THORELL, Sven",SWE,Men,12 foot dinghy individual,X,Gold
5638,Amsterdam,1928,Sailing,Sailing,"ANKER, E.",NOR,Men,6m,X,Gold
5639,Amsterdam,1928,Sailing,Sailing,"ANKER, Johan August",NOR,Men,6m,X,Gold
5640,Amsterdam,1928,Sailing,Sailing,"BRYHN, H.P.",NOR,Men,6m,X,Gold
5641,Amsterdam,1928,Sailing,Sailing,"CROWN PRINCE OLAV, H.R.H.",NOR,Men,6m,X,Gold
5659,Amsterdam,1928,Sailing,Sailing,"HERIOT, Virginie",FRA,Women,8m,X,Gold
5661,Amsterdam,1928,Weightlifting,Weightlifting,"ANDRYSEK, Franz Joseph",AUT,Men,"- 60kg, total (featherweight)",M,Gold
5664,Amsterdam,1928,Weightlifting,Weightlifting,"STRASSBERGER, Josef",GER,Men,"+ 82.5kg, total (heavyweight)",M,Gold
5667,Amsterdam,1928,Weightlifting,Weightlifting,"HAAS, Hans",AUT,Men,"60 - 67.5kg, total (lightweight)",M,Gold
5668,Amsterdam,1928,Weightlifting,Weightlifting,"HELBIG, Kurt",GER,Men,"60 - 67.5kg, total (lightweight)",M,Gold
5670,Amsterdam,1928,Weightlifting,Weightlifting,"FRANÇOIS, Roger",FRA,Men,"67.5 - 75kg, total (middleweight)",M,Gold
5673,Amsterdam,1928,Weightlifting,Weightlifting,"NOSSEIR, El Sayed Mohamed",EGY,Men,"75 - 82.5kg, total (light-heavyweight)",M,Gold
5676,Amsterdam,1928,Wrestling,Wrestling Free.,"MÄKINEN, Kaarlo E.",FIN,Men,- 56kg (bantamweight),M,Gold
5679,Amsterdam,1928,Wrestling,Wrestling Free.,"RICKTTOFF, Johan",SWE,Men,+ 87kg (heavyweight),M,Gold
5682,Amsterdam,1928,Wrestling,Wrestling Free.,"MORRISON, Allie Roy",USA,Men,56 - 61kg (featherweight),M,Gold
5685,Amsterdam,1928,Wrestling,Wrestling Free.,"KAPP, Osvald",EST,Men,61 - 66kg (lightweight),M,Gold
5688,Amsterdam,1928,Wrestling,Wrestling Free.,"HAAVISTO, Arvo",FIN,Men,66 - 72kg (welterweight),M,Gold
5691,Amsterdam,1928,Wrestling,Wrestling Free.,"KYBURZ, E.",SUI,Men,72 - 79kg (middleweight),M,Gold
5694,Amsterdam,1928,Wrestling,Wrestling Free.,"SJÖSTEDT, Thure",SWE,Men,79 - 87kg (light-heavyweight),M,Gold
5697,Amsterdam,1928,Wrestling,Wrestling Gre-R,"LEUCHT, K.",GER,Men,- 58kg (bantamweight),M,Gold
5700,Amsterdam,1928,Wrestling,Wrestling Gre-R,"SVENSSON, Rudolf",SWE,Men,+ 82.5kg (super heavyweight),M,Gold
5703,Amsterdam,1928,Wrestling,Wrestling Gre-R,"WALI, W.",EST,Men,58 - 60kg (featherweight),M,Gold
5706,Amsterdam,1928,Wrestling,Wrestling Gre-R,"KERESZTES, Lajos",HUN,Men,60 - 67.5kg (lightweight),M,Gold
5709,Amsterdam,1928,Wrestling,Wrestling Gre-R,"KOKKINEN, Väinö Anselmi",FIN,Men,67.5 - 75kg (middleweight),M,Gold
5712,Amsterdam,1928,Wrestling,Wrestling Gre-R,"MOUSTAPHA, Ibrahim",EGY,Men,75 - 82.5kg (light-heavyweight),M,Gold
5715,Los Angeles,1932,Aquatics,Diving,"SMITH, Harold Edwin",USA,Men,10m platform,M,Gold
5718,Los Angeles,1932,Aquatics,Diving,"POYNTON-HILL, Dorothy",USA,Women,10m platform,W,Gold
5721,Los Angeles,1932,Aquatics,Diving,"GALITZEN, Michael Riley",USA,Men,3m springboard,M,Gold
5724,Los Angeles,1932,Aquatics,Diving,"COLEMAN, Georgia V.",USA,Women,3m springboard,W,Gold
5727,Los Angeles,1932,Aquatics,Swimming,"KIYOKAWA, Masaji",JPN,Men,100m backstroke,M,Gold
5730,Los Angeles,1932,Aquatics,Swimming,"HOLM, Eleanor",USA,Women,100m backstroke,W,Gold
5733,Los Angeles,1932,Aquatics,Swimming,"MIOYAZAKI, Yasuji",JPN,Men,100m freestyle,M,Gold
5736,Los Angeles,1932,Aquatics,Swimming,"MADISON, Helene",USA,Women,100m freestyle,W,Gold
5739,Los Angeles,1932,Aquatics,Swimming,"KITAMURA, Kusuo",JPN,Men,1500m freestyle,M,Gold
5742,Los Angeles,1932,Aquatics,Swimming,"TSURUTA, Yoshiyuki",JPN,Men,200m breaststroke,M,Gold
5745,Los Angeles,1932,Aquatics,Swimming,"DENNIS, Clare",AUS,Women,200m breaststroke,W,Gold
5748,Los Angeles,1932,Aquatics,Swimming,"CRABBE, Clarence",USA,Men,400m freestyle,M,Gold
5751,Los Angeles,1932,Aquatics,Swimming,"MADISON, Helene",USA,Women,400m freestyle,W,Gold
5757,Los Angeles,1932,Aquatics,Swimming,"JOHNS, Helen Eileen",USA,Women,4x100m freestyle relay,W,Gold
5758,Los Angeles,1932,Aquatics,Swimming,"MADISON, Helene",USA,Women,4x100m freestyle relay,W,Gold
5759,Los Angeles,1932,Aquatics,Swimming,"MCKIM, Josephine E.",USA,Women,4x100m freestyle relay,W,Gold
5760,Los Angeles,1932,Aquatics,Swimming,"SAVILLE, Eleanor",USA,Women,4x100m freestyle relay,W,Gold
5769,Los Angeles,1932,Aquatics,Swimming,"MIOYAZAKI, Yasuji",JPN,Men,4x200m freestyle relay,M,Gold
5770,Los Angeles,1932,Aquatics,Swimming,"TOYODA, Hisakichi",JPN,Men,4x200m freestyle relay,M,Gold
5771,Los Angeles,1932,Aquatics,Swimming,"YOKOYAMA, Takashi",JPN,Men,4x200m freestyle relay,M,Gold
5772,Los Angeles,1932,Aquatics,Swimming,"YUSA, Masanori",JPN,Men,4x200m freestyle relay,M,Gold
5784,Los Angeles,1932,Aquatics,Water polo,"BARTA, István",HUN,Men,water polo,M,Gold
5785,Los Angeles,1932,Aquatics,Water polo,"BRODY, György",HUN,Men,water polo,M,Gold
5786,Los Angeles,1932,Aquatics,Water polo,"HALASSY, Oliver",HUN,Men,water polo,M,Gold
5787,Los Angeles,1932,Aquatics,Water polo,"HOMONNAI, Lajos",HUN,Men,water polo,M,Gold
5788,Los Angeles,1932,Aquatics,Water polo,"IVÁDY, Sándor",HUN,Men,water polo,M,Gold
5789,Los Angeles,1932,Aquatics,Water polo,"KESERU, Alajos",HUN,Men,water polo,M,Gold
5790,Los Angeles,1932,Aquatics,Water polo,"KESERU, Ferenc",HUN,Men,water polo,M,Gold
5791,Los Angeles,1932,Aquatics,Water polo,"NEMETH, János",HUN,Men,water polo,M,Gold
5792,Los Angeles,1932,Aquatics,Water polo,"SÁRKÁNY, Miklós",HUN,Men,water polo,M,Gold
5793,Los Angeles,1932,Aquatics,Water polo,"VÉRTESI (VRABELY), József",HUN,Men,water polo,M,Gold
5803,Los Angeles,1932,Athletics,Athletics,"KUSOCINSKI, Janusz",POL,Men,10000m,M,Gold
5806,Los Angeles,1932,Athletics,Athletics,"TOLAN, Eddie",USA,Men,100m,M,Gold
5809,Los Angeles,1932,Athletics,Athletics,"WALASIEWICZ, Stanislawa",POL,Women,100m,W,Gold
5812,Los Angeles,1932,Athletics,Athletics,"SALING, George J. Jr.",USA,Men,110m hurdles,M,Gold
5815,Los Angeles,1932,Athletics,Athletics,"BECCALI, Luigi",ITA,Men,1500m,M,Gold
5818,Los Angeles,1932,Athletics,Athletics,"TOLAN, Eddie",USA,Men,200m,M,Gold
5821,Los Angeles,1932,Athletics,Athletics,"ISO-HOLLO, Volmari",FIN,Men,3000m steeplechase,M,Gold
5824,Los Angeles,1932,Athletics,Athletics,"CARR, William Arthur",USA,Men,400m,M,Gold
5827,Los Angeles,1932,Athletics,Athletics,"TISDALL, Robert Morton Newburgh",IRL,Men,400m hurdles,M,Gold
5833,Los Angeles,1932,Athletics,Athletics,"DYER, Hector Monroe",USA,Men,4x100m relay,M,Gold
5834,Los Angeles,1932,Athletics,Athletics,"KIESEL, Robert Allan",USA,Men,4x100m relay,M,Gold
5835,Los Angeles,1932,Athletics,Athletics,"TOPPINO, Martin Emmett",USA,Men,4x100m relay,M,Gold
5836,Los Angeles,1932,Athletics,Athletics,"WYKOFF, Frank Clifford",USA,Men,4x100m relay,M,Gold
5845,Los Angeles,1932,Athletics,Athletics,"CAREW, Mary Louise",USA,Women,4x100m relay,W,Gold
5846,Los Angeles,1932,Athletics,Athletics,"FURTSCH, Evelyn",USA,Women,4x100m relay,W,Gold
5847,Los Angeles,1932,Athletics,Athletics,"ROGERS, Annette Joan",USA,Women,4x100m relay,W,Gold
5848,Los Angeles,1932,Athletics,Athletics,"VON BREMEN, Wilhelmina",USA,Women,4x100m relay,W,Gold
5857,Los Angeles,1932,Athletics,Athletics,"ABLOWICH, Edgar Allen",USA,Men,4x400m relay,M,Gold
5858,Los Angeles,1932,Athletics,Athletics,"CARR, William Arthur",USA,Men,4x400m relay,M,Gold
5859,Los Angeles,1932,Athletics,Athletics,"FUQUA, Ivan William",USA,Men,4x400m relay,M,Gold
5860,Los Angeles,1932,Athletics,Athletics,"WARNER, Karl De Witt",USA,Men,4x400m relay,M,Gold
5866,Los Angeles,1932,Athletics,Athletics,"LEHTINEN, Lauri Aleksanteri",FIN,Men,5000m,M,Gold
5869,Los Angeles,1932,Athletics,Athletics,"GREEN, Thomas William",GBR,Men,50km walk,M,Gold
5872,Los Angeles,1932,Athletics,Athletics,"HAMPSON, Thomas",GBR,Men,800m,M,Gold
5875,Los Angeles,1932,Athletics,Athletics,"DIDRIKSON, Mildred",USA,Women,80m hurdles,W,Gold
5878,Los Angeles,1932,Athletics,Athletics,"BAUSCH, James Aloysius Bernard",USA,Men,decathlon,M,Gold
5881,Los Angeles,1932,Athletics,Athletics,"ANDERSON, John Franklin",USA,Men,discus throw,M,Gold
5884,Los Angeles,1932,Athletics,Athletics,"COPELAND, Lillian",USA,Women,discus throw,W,Gold
5887,Los Angeles,1932,Athletics,Athletics,"O'CALLAGHAN, Patrick",IRL,Men,hammer throw,M,Gold
5890,Los Angeles,1932,Athletics,Athletics,"MCNAUGHTON, Duncan",CAN,Men,high jump,M,Gold
5893,Los Angeles,1932,Athletics,Athletics,"SHILEY, Jean",USA,Women,high jump,W,Gold
5896,Los Angeles,1932,Athletics,Athletics,"JARVINEN, Matti Henrik",FIN,Men,javelin throw,M,Gold
5899,Los Angeles,1932,Athletics,Athletics,"DIDRIKSON, Mildred",USA,Women,javelin throw,W,Gold
5902,Los Angeles,1932,Athletics,Athletics,"GORDON, Edward Lansing",USA,Men,long jump,M,Gold
5905,Los Angeles,1932,Athletics,Athletics,"ZABALA, Juan Carlos",ARG,Men,marathon,M,Gold
5908,Los Angeles,1932,Athletics,Athletics,"MILLER, William Waring",USA,Men,pole vault,M,Gold
5911,Los Angeles,1932,Athletics,Athletics,"SEXTON, Leo Joseph",USA,Men,shot put,M,Gold
5914,Los Angeles,1932,Athletics,Athletics,"NAMBU, Chuhei",JPN,Men,triple jump,M,Gold
5917,Los Angeles,1932,Boxing,Boxing,"ENEKES, Istvan",HUN,Men,- 50.8kg (flyweight),M,Gold
5920,Los Angeles,1932,Boxing,Boxing,"LOVELL, Alberto Santiago",ARG,Men,+ 79.38kg (heavyweight),M,Gold
5923,Los Angeles,1932,Boxing,Boxing,"GWYNNE, Horace Lefty",CAN,Men,50.8 - 54kg (bantamweight),M,Gold
5926,Los Angeles,1932,Boxing,Boxing,"ROBLEDO, Carmelo Ambrosio",ARG,Men,54 - 57.15kg (featherweight),M,Gold
5929,Los Angeles,1932,Boxing,Boxing,"STEVENS, Lawrence",RSA,Men,57.15 - 61.24kg (lightweight),M,Gold
5932,Los Angeles,1932,Boxing,Boxing,"FLYNN, Edward L.",USA,Men,61.24 - 66.68kg (welterweight),M,Gold
5935,Los Angeles,1932,Boxing,Boxing,"BARTH, Carmen",USA,Men,66.68 - 72.57kg (middleweight),M,Gold
5938,Los Angeles,1932,Boxing,Boxing,"CARSTENS, David Daniel",RSA,Men,72.57 - 79.38kg (light-heavyweight),M,Gold
5941,Los Angeles,1932,Cycling,Cycling Road,"PAVESI, Attilio",ITA,Men,individual time trial,M,Gold
5946,Los Angeles,1932,Cycling,Cycling Road,"OLMO, Giuseppe",ITA,Men,team time trial,M,Gold
5947,Los Angeles,1932,Cycling,Cycling Road,"PAVESI, Attilio",ITA,Men,team time trial,M,Gold
5948,Los Angeles,1932,Cycling,Cycling Road,"SEGATO, Guglielmo",ITA,Men,team time trial,M,Gold
5953,Los Angeles,1932,Cycling,Cycling Track,"GRAY, Edgar Laurence",AUS,Men,1km time trial,M,Gold
5957,Los Angeles,1932,Cycling,Cycling Track,"CHAILLOT, Louis",FRA,Men,2000m tandem,M,Gold
5958,Los Angeles,1932,Cycling,Cycling Track,"PERRIN, Maurice",FRA,Men,2000m tandem,M,Gold
5962,Los Angeles,1932,Cycling,Cycling Track,"VAN EGMOND, Jacobus Johannes",NED,Men,Sprint indivual,M,Gold
5968,Los Angeles,1932,Cycling,Cycling Track,"BORSARI, Nino",ITA,Men,Team Pursuit (4000m),M,Gold
5969,Los Angeles,1932,Cycling,Cycling Track,"CIMATTI, Marco",ITA,Men,Team Pursuit (4000m),M,Gold
5970,Los Angeles,1932,Cycling,Cycling Track,"GHILARDI, Alberto",ITA,Men,Team Pursuit (4000m),M,Gold
5971,Los Angeles,1932,Cycling,Cycling Track,"PEDRETTI, Paolo",ITA,Men,Team Pursuit (4000m),M,Gold
5977,Los Angeles,1932,Equestrian,Dressage,"LESAGE, Xavier François",FRA,Men,individual,X,Gold
5982,Los Angeles,1932,Equestrian,Dressage,"JOUSSEAUME, Andre Rene",FRA,Men,team,X,Gold
5983,Los Angeles,1932,Equestrian,Dressage,"LESAGE, Xavier François",FRA,Men,team,X,Gold
5984,Los Angeles,1932,Equestrian,Dressage,"MARION, Charles Louis Pierre",FRA,Men,team,X,Gold
5989,Los Angeles,1932,Equestrian,Eventing,"PAHUD DE MORTANGES, Charles Ferdinand",NED,Men,individual,X,Gold
5991,Los Angeles,1932,Equestrian,Eventing,"ARGO, Edwin Yancey",USA,Men,team,X,Gold
5992,Los Angeles,1932,Equestrian,Eventing,"CHAMBERLIN, Harry Dwight",USA,Men,team,X,Gold
5993,Los Angeles,1932,Equestrian,Eventing,"THOMSON, Earl Foster",USA,Men,team,X,Gold
5998,Los Angeles,1932,Equestrian,Jumping,"NISHI, Takeichi",JPN,Men,individual,X,Gold
6001,Los Angeles,1932,Fencing,Fencing,"CORNAGGIA-MEDICI, Giancarlo C.",ITA,Men,épée individual,M,Gold
6009,Los Angeles,1932,Fencing,Fencing,"BUCHARD, Georges",FRA,Men,épée team,M,Gold
6010,Los Angeles,1932,Fencing,Fencing,"CATTIAU, Philippe",FRA,Men,épée team,M,Gold
6011,Los Angeles,1932,Fencing,Fencing,"JOURDANT, Fernand",FRA,Men,épée team,M,Gold
6012,Los Angeles,1932,Fencing,Fencing,"PIOT, Jean",FRA,Men,épée team,M,Gold
6013,Los Angeles,1932,Fencing,Fencing,"SCHMETZ, Bernard",FRA,Men,épée team,M,Gold
6014,Los Angeles,1932,Fencing,Fencing,"TAINTURIER, Georges",FRA,Men,épée team,M,Gold
6021,Los Angeles,1932,Fencing,Fencing,"MARZI, Gustavo",ITA,Men,foil individual,M,Gold
6024,Los Angeles,1932,Fencing,Fencing,"PREIS-MÜLLER, Ellen S.",AUT,Women,foil individual,W,Gold
6032,Los Angeles,1932,Fencing,Fencing,"BONDOUX, René",FRA,Men,foil team,M,Gold
6033,Los Angeles,1932,Fencing,Fencing,"BOUGNOL, René",FRA,Men,foil team,M,Gold
6034,Los Angeles,1932,Fencing,Fencing,"CATTIAU, Philippe",FRA,Men,foil team,M,Gold
6035,Los Angeles,1932,Fencing,Fencing,"GARDERE, Edouard",FRA,Men,foil team,M,Gold
6036,Los Angeles,1932,Fencing,Fencing,"LEMOINE, René",FRA,Men,foil team,M,Gold
6037,Los Angeles,1932,Fencing,Fencing,"PIOT, Jean",FRA,Men,foil team,M,Gold
6045,Los Angeles,1932,Fencing,Fencing,"PILLER JEKELFALUSSY, György",HUN,Men,sabre individual,M,Gold
6053,Los Angeles,1932,Fencing,Fencing,"GEREVICH, Aladar",HUN,Men,sabre team,M,Gold
6054,Los Angeles,1932,Fencing,Fencing,"GLYKAIS, Gyula",HUN,Men,sabre team,M,Gold
6055,Los Angeles,1932,Fencing,Fencing,"KABOS, Endre",HUN,Men,sabre team,M,Gold
6056,Los Angeles,1932,Fencing,Fencing,"NAGY, Erno",HUN,Men,sabre team,M,Gold
6057,Los Angeles,1932,Fencing,Fencing,"PETSCHAUER, Attila",HUN,Men,sabre team,M,Gold
6058,Los Angeles,1932,Fencing,Fencing,"PILLER JEKELFALUSSY, György",HUN,Men,sabre team,M,Gold
6066,Los Angeles,1932,Gymnastics,Artistic G.,"PELLE, István",HUN,Men,floor exercises,M,Gold
6069,Los Angeles,1932,Gymnastics,Artistic G.,"BIXLER, Dallas Denver",USA,Men,horizontal bar,M,Gold
6072,Los Angeles,1932,Gymnastics,Artistic G.,"ROTH, George Helm",USA,Men,indian clubs,M,Gold
6075,Los Angeles,1932,Gymnastics,Artistic G.,"NERI, Romeo",ITA,Men,individual all-round,M,Gold
6078,Los Angeles,1932,Gymnastics,Artistic G.,"NERI, Romeo",ITA,Men,parallel bars,M,Gold
6081,Los Angeles,1932,Gymnastics,Artistic G.,"PELLE, István",HUN,Men,pommel horse,M,Gold
6084,Los Angeles,1932,Gymnastics,Artistic G.,"GULACK, George Julius",USA,Men,rings,M,Gold
6087,Los Angeles,1932,Gymnastics,Artistic G.,"BASS, Raymond Henry",USA,Men,rope climbing,M,Gold
6094,Los Angeles,1932,Gymnastics,Artistic G.,"CAPUZZO, Oreste",ITA,Men,team competition,M,Gold
6095,Los Angeles,1932,Gymnastics,Artistic G.,"GUGLIELMETTI, Savino",ITA,Men,team competition,M,Gold
6096,Los Angeles,1932,Gymnastics,Artistic G.,"LERTORA, Mario",ITA,Men,team competition,M,Gold
6097,Los Angeles,1932,Gymnastics,Artistic G.,"NERI, Romeo",ITA,Men,team competition,M,Gold
6098,Los Angeles,1932,Gymnastics,Artistic G.,"TOGNINI, Franco",ITA,Men,team competition,M,Gold
6105,Los Angeles,1932,Gymnastics,Artistic G.,"WOLFE, Rowland",USA,Men,tumbling,M,Gold
6108,Los Angeles,1932,Gymnastics,Artistic G.,"GUGLIELMETTI, Savino",ITA,Men,vault,M,Gold
6122,Los Angeles,1932,Hockey,Hockey,"BAIS, Dhyan Chand",IND,Men,hockey,M,Gold
6123,Los Angeles,1932,Hockey,Hockey,"BAIS, Roop Singh",IND,Men,hockey,M,Gold
6124,Los Angeles,1932,Hockey,Hockey,"BOKHARI, Lal Shah",IND,Men,hockey,M,Gold
6125,Los Angeles,1932,Hockey,Hockey,"CARR, Richard John",IND,Men,hockey,M,Gold
6126,Los Angeles,1932,Hockey,Hockey,"HAMMOND, Leslie Charles",IND,Men,hockey,M,Gold
6127,Los Angeles,1932,Hockey,Hockey,"HIND, Arthur Charles",IND,Men,hockey,M,Gold
6128,Los Angeles,1932,Hockey,Hockey,"JAFFAR, Sayed Mohomed",IND,Men,hockey,M,Gold
6129,Los Angeles,1932,Hockey,Hockey,"MINHAS, Masud Ali Khan",IND,Men,hockey,M,Gold
6130,Los Angeles,1932,Hockey,Hockey,"PINNIGER, Broome Eric",IND,Men,hockey,M,Gold
6131,Los Angeles,1932,Hockey,Hockey,"SINGH KULLAR, Gurmit",IND,Men,hockey,M,Gold
6132,Los Angeles,1932,Hockey,Hockey,"TAPSELL, Carlyle Carrol",IND,Men,hockey,M,Gold
6145,Los Angeles,1932,Modern Pentathlon,Modern Pentath.,"OXENSTIERNA, Johan Gabriel",SWE,Men,Individual competition,M,Gold
6149,Los Angeles,1932,Rowing,Rowing,"CLIVE, Lewis",GBR,Men,coxless pair (2-),M,Gold
6150,Los Angeles,1932,Rowing,Rowing,"EDWARDS, Hugh",GBR,Men,coxless pair (2-),M,Gold
6155,Los Angeles,1932,Rowing,Rowing,"GILMORE, Williams  E.Garrett",USA,Men,double sculls (2x),M,Gold
6156,Los Angeles,1932,Rowing,Rowing,"MYERS, Kenneth",USA,Men,double sculls (2x),M,Gold
6168,Los Angeles,1932,Rowing,Rowing,"BLAIR, James Howard",USA,Men,eight with coxswain (8+),M,Gold
6169,Los Angeles,1932,Rowing,Rowing,"CHANDLER, Charles",USA,Men,eight with coxswain (8+),M,Gold
6170,Los Angeles,1932,Rowing,Rowing,"DUNLAP, David Coombs",USA,Men,eight with coxswain (8+),M,Gold
6171,Los Angeles,1932,Rowing,Rowing,"GRAHAM, Norris James",USA,Men,eight with coxswain (8+),M,Gold
6172,Los Angeles,1932,Rowing,Rowing,"GREGG, Duncan Smith",USA,Men,eight with coxswain (8+),M,Gold
6173,Los Angeles,1932,Rowing,Rowing,"HALL, Winslow William",USA,Men,eight with coxswain (8+),M,Gold
6174,Los Angeles,1932,Rowing,Rowing,"JASTRAM, Burton Albert",USA,Men,eight with coxswain (8+),M,Gold
6175,Los Angeles,1932,Rowing,Rowing,"SALISBURY, Edwin Lyle",USA,Men,eight with coxswain (8+),M,Gold
6176,Los Angeles,1932,Rowing,Rowing,"TOWER, Harold",USA,Men,eight with coxswain (8+),M,Gold
6190,Los Angeles,1932,Rowing,Rowing,"BADCOCK, John Charles",GBR,Men,four without coxswain (4-),M,Gold
6191,Los Angeles,1932,Rowing,Rowing,"BERESFORD, Jack",GBR,Men,four without coxswain (4-),M,Gold
6192,Los Angeles,1932,Rowing,Rowing,"EDWARDS, Hugh",GBR,Men,four without coxswain (4-),M,Gold
