,City,Edition,Sport,Discipline,Participant,Nation,Sex,Event,Event_gender,Medal
4721,Paris,1924,Rowing,Rowing,"CANDEVEAU, Edouard",SUI,Men,pair-oared shell with coxswain (2+),M,Gold
4722,Paris,1924,Rowing,Rowing,"FELBER, Alfred",SUI,Men,pair-oared shell with coxswain (2+),M,Gold
4723,Paris,1924,Rowing,Rowing,"LACHAPELLE, Emil",SUI,Men,pair-oared shell with coxswain (2+),M,Gold
4728,Paris,1924,Rowing,Rowing,"BERESFORD, Jack",GBR,Men,single sculls (1x),M,Gold
4753,Paris,1924,Rugby,Rugby,"AUSTIN, C.",USA,Men,rugby,M,Gold
4754,Paris,1924,Rugby,Rugby,"BROWN, R.",USA,Men,rugby,M,Gold
4755,Paris,1924,Rugby,Rugby,"CASHEL, J.",USA,Men,rugby,M,Gold
4756,Paris,1924,Rugby,Rugby,"CLARK, P.",USA,Men,rugby,M,Gold
4757,Paris,1924,Rugby,Rugby,"CLEAVELAND, Norman",USA,Men,rugby,M,Gold
4758,Paris,1924,Rugby,Rugby,"CUNNINGHAM, H.",USA,Men,rugby,M,Gold
4759,Paris,1924,Rugby,Rugby,"DE GROOT, Dudley",USA,Men,rugby,M,Gold
4760,Paris,1924,Rugby,Rugby,"DEVEREAUX, Robert",USA,Men,rugby,M,Gold
4761,Paris,1924,Rugby,Rugby,"DIXON, Georges",USA,Men,rugby,M,Gold
4762,Paris,1924,Rugby,Rugby,"DOE, Charles Webster",USA,Men,rugby,M,Gold
4763,Paris,1924,Rugby,Rugby,"FARRISH, Linn Markley",USA,Men,rugby,M,Gold
4764,Paris,1924,Rugby,Rugby,"GRAFF, Edward",USA,Men,rugby,M,Gold
4765,Paris,1924,Rugby,Rugby,"GRONDONA, C.",USA,Men,rugby,M,Gold
4766,Paris,1924,Rugby,Rugby,"HUNTER, Joseph Garvin",USA,Men,rugby,M,Gold
4767,Paris,1924,Rugby,Rugby,"HYLAND, Richard Frank",USA,Men,rugby,M,Gold
4768,Paris,1924,Rugby,Rugby,"MANELLI, Caesar",USA,Men,rugby,M,Gold
4769,Paris,1924,Rugby,Rugby,"MEHAN, Charles Thomas",USA,Men,rugby,M,Gold
4770,Paris,1924,Rugby,Rugby,"MULDOON, William",USA,Men,rugby,M,Gold
4771,Paris,1924,Rugby,Rugby,"O'NEIL, John T.",USA,Men,rugby,M,Gold
4772,Paris,1924,Rugby,Rugby,"PATRICK, John Clarence",USA,Men,rugby,M,Gold
4773,Paris,1924,Rugby,Rugby,"ROGERS, William Lister",USA,Men,rugby,M,Gold
4774,Paris,1924,Rugby,Rugby,"SCHOLZ, Rudolph John",USA,Men,rugby,M,Gold
4775,Paris,1924,Rugby,Rugby,"SLATER, Colby Edward",USA,Men,rugby,M,Gold
4776,Paris,1924,Rugby,Rugby,"SLATER, Norman Bernard",USA,Men,rugby,M,Gold
4777,Paris,1924,Rugby,Rugby,"TILDEN, Charles Lee",USA,Men,rugby,M,Gold
4778,Paris,1924,Rugby,Rugby,"TURKINGTON, Edward L.",USA,Men,rugby,M,Gold
4779,Paris,1924,Rugby,Rugby,"VALENTINE, Alan Chester",USA,Men,rugby,M,Gold
4780,Paris,1924,Rugby,Rugby,"WILLIAMS, Alan Frank",USA,Men,rugby,M,Gold
4781,Paris,1924,Rugby,Rugby,"WINSTON, J.",USA,Men,rugby,M,Gold
4815,Paris,1924,Sailing,Sailing,"DAHL, Christopher Johan",NOR,Men,6m,X,Gold
4816,Paris,1924,Sailing,Sailing,"LUNDE, Eugen Peder",NOR,Men,6m,X,Gold
4817,Paris,1924,Sailing,Sailing,"LUNDGREN, Anders",NOR,Men,6m,X,Gold
4826,Paris,1924,Sailing,Sailing,"BOCKELIE, Rick Marlow",NOR,Men,8m,X,Gold
4827,Paris,1924,Sailing,Sailing,"HAGEN, Harald",NOR,Men,8m,X,Gold
4828,Paris,1924,Sailing,Sailing,"NIELSEN, Ingar",NOR,Men,8m,X,Gold
4829,Paris,1924,Sailing,Sailing,"RINGVOLD, Carl August",NOR,Men,8m,X,Gold
4830,Paris,1924,Sailing,Sailing,"RINGVOLD, Carl August Jr.",NOR,Men,8m,X,Gold
4836,Paris,1924,Sailing,Sailing,"HUYBRECHTS, Léon",BEL,Men,olympic class monotype,X,Gold
4839,Paris,1924,Shooting,Shooting,"LILLOE-OLSEN, Ole Andreas",NOR,Men,"100m running deer, double shots",M,Gold
4847,Paris,1924,Shooting,Shooting,"FAUNTHORPE, John Champion",GBR,Men,"100m running deer, double shots, team",M,Gold
4848,Paris,1924,Shooting,Shooting,"MACKWORTH-PRAED, Cyril Winthrop",GBR,Men,"100m running deer, double shots, team",M,Gold
4849,Paris,1924,Shooting,Shooting,"NEAME, Philip",GBR,Men,"100m running deer, double shots, team",M,Gold
4850,Paris,1924,Shooting,Shooting,"O'LEARY, John J.",GBR,Men,"100m running deer, double shots, team",M,Gold
4851,Paris,1924,Shooting,Shooting,"PERRY, Herbert Spencer",GBR,Men,"100m running deer, double shots, team",M,Gold
4852,Paris,1924,Shooting,Shooting,"WHITTY, Allen",GBR,Men,"100m running deer, double shots, team",M,Gold
4860,Paris,1924,Shooting,Shooting,"BOLES, John Keith",USA,Men,"100m running deer, single shots",M,Gold
4866,Paris,1924,Shooting,Shooting,"LIBERG, Einar",NOR,Men,"100m running deer, single shots, team",M,Gold
4867,Paris,1924,Shooting,Shooting,"LILLOE-OLSEN, Ole Andreas",NOR,Men,"100m running deer, single shots, team",M,Gold
4868,Paris,1924,Shooting,Shooting,"NATVIG, Harald",NOR,Men,"100m running deer, single shots, team",M,Gold
4869,Paris,1924,Shooting,Shooting,"NORDVIK, Hans",NOR,Men,"100m running deer, single shots, team",M,Gold
4870,Paris,1924,Shooting,Shooting,"OLSEN, Otto M.",NOR,Men,"100m running deer, single shots, team",M,Gold
4871,Paris,1924,Shooting,Shooting,"WESMANN-KJAER, Oluf",NOR,Men,"100m running deer, single shots, team",M,Gold
4879,Paris,1924,Shooting,Shooting,"BAILEY, Henry Marvin",USA,Men,25m rapid fire pistol (60 shots),M,Gold
4888,Paris,1924,Shooting,Shooting,"COULTER, Raymond Orville",USA,Men,"400, 600, 800m free rifle, team",M,Gold
4889,Paris,1924,Shooting,Shooting,"CROCKETT, Joseph W.",USA,Men,"400, 600, 800m free rifle, team",M,Gold
4890,Paris,1924,Shooting,Shooting,"FISHER, Morris",USA,Men,"400, 600, 800m free rifle, team",M,Gold
4891,Paris,1924,Shooting,Shooting,"HINDS, Sidney Rae",USA,Men,"400, 600, 800m free rifle, team",M,Gold
4892,Paris,1924,Shooting,Shooting,"STOKES, Walter Raymond",USA,Men,"400, 600, 800m free rifle, team",M,Gold
4900,Paris,1924,Shooting,Shooting,"COQUELIN DE LISLE, Pierre",FRA,Men,50m rifle prone (60 shots),M,Gold
4903,Paris,1924,Shooting,Shooting,"FISHER, Morris",USA,Men,"600m free rifle, individual",M,Gold
4911,Paris,1924,Shooting,Shooting,"ETCHEN, Frederick R.",USA,Men,"clay pigeons, team",M,Gold
4912,Paris,1924,Shooting,Shooting,"HUGUES, F. H.",USA,Men,"clay pigeons, team",M,Gold
4913,Paris,1924,Shooting,Shooting,"MOEL, J.",USA,Men,"clay pigeons, team",M,Gold
4914,Paris,1924,Shooting,Shooting,"PLATT, Clarence B.",USA,Men,"clay pigeons, team",M,Gold
4915,Paris,1924,Shooting,Shooting,"SHARMAN, Samuel",USA,Men,"clay pigeons, team",M,Gold
4916,Paris,1924,Shooting,Shooting,"SILKWORTH, William",USA,Men,"clay pigeons, team",M,Gold
4924,Paris,1924,Shooting,Shooting,"HALASY, Gyula",HUN,Men,trap (125 targets),M,Gold
4928,Paris,1924,Tennis,Tennis,"HUNTER, Francis Townsend",USA,Men,doubles,M,Gold
4929,Paris,1924,Tennis,Tennis,"RICHARDS, Vincent",USA,Men,doubles,M,Gold
4934,Paris,1924,Tennis,Tennis,"WIGHTMAN, Hazel Virginia",USA,Women,doubles,W,Gold
4935,Paris,1924,Tennis,Tennis,"WILLS-MOODY, Helen",USA,Women,doubles,W,Gold
4939,Paris,1924,Tennis,Tennis,"WILLIAMS, Richard Norris III",USA,Men,mixed doubles,X,Gold
4942,Paris,1924,Tennis,Tennis,"WIGHTMAN, Hazel Virginia",USA,Women,mixed doubles,X,Gold
4945,Paris,1924,Tennis,Tennis,"RICHARDS, Vincent",USA,Men,singles,M,Gold
4948,Paris,1924,Tennis,Tennis,"WILLS-MOODY, Helen",USA,Women,singles,W,Gold
4951,Paris,1924,Weightlifting,Weightlifting,"GABETTI, Pierino",ITA,Men,"- 60kg, one-two hand 5 events (featherweight)",M,Gold
4954,Paris,1924,Weightlifting,Weightlifting,"TONANI, Giuseppe",ITA,Men,"+ 82.5kg, one-two hand 5 events (heavyweight)",M,Gold
4957,Paris,1924,Weightlifting,Weightlifting,"DECOTTIGNIES, Edmond",FRA,Men,"60 - 67.5kg, one-two hand 5 events (lightweight)",M,Gold
4960,Paris,1924,Weightlifting,Weightlifting,"GALIMBERTI, Carlo",ITA,Men,"67.5 - 75kg, one-two hand 5 events (middleweight)",M,Gold
4963,Paris,1924,Weightlifting,Weightlifting,"RIGOULOT, Charles",FRA,Men,"75 - 82.5kg, one-two hand 5 e. (light-heavyweight)",M,Gold
4966,Paris,1924,Wrestling,Wrestling Free.,"PIHLAJAMÄKI, Kustaa",FIN,Men,- 56kg (bantamweight),M,Gold
4969,Paris,1924,Wrestling,Wrestling Free.,"STEELE, Harry",USA,Men,+ 87kg (heavyweight),M,Gold
4972,Paris,1924,Wrestling,Wrestling Free.,"REED, Robin",USA,Men,56 - 61kg (featherweight),M,Gold
4975,Paris,1924,Wrestling,Wrestling Free.,"VIS, Russell",USA,Men,61 - 66kg (lightweight),M,Gold
4978,Paris,1924,Wrestling,Wrestling Free.,"GEHRI, Hermann",SUI,Men,66 - 72kg (welterweight),M,Gold
4981,Paris,1924,Wrestling,Wrestling Free.,"HAGGMANN, Fritz",SUI,Men,72 - 79kg (middleweight),M,Gold
4984,Paris,1924,Wrestling,Wrestling Free.,"SPELLMAN, John Franklin",USA,Men,79 - 87kg (light-heavyweight),M,Gold
4987,Paris,1924,Wrestling,Wrestling Gre-R,"PÜTSEP, Eduard",EST,Men,- 58kg (bantamweight),M,Gold
4990,Paris,1924,Wrestling,Wrestling Gre-R,"DEGLANE, Henri",FRA,Men,+ 82.5kg (super heavyweight),M,Gold
4993,Paris,1924,Wrestling,Wrestling Gre-R,"ANTTILA, Kalle",FIN,Men,58 - 62kg (featherweight),M,Gold
4996,Paris,1924,Wrestling,Wrestling Gre-R,"FRIMAN, Oskar David",FIN,Men,62 - 67.5kg (lightweight),M,Gold
4999,Paris,1924,Wrestling,Wrestling Gre-R,"WESTERLUND, Edward Wilhelm",FIN,Men,67.5 - 75kg (middleweight),M,Gold
5002,Paris,1924,Wrestling,Wrestling Gre-R,"WESTERGREN, Carl",SWE,Men,75 - 82.5kg (light-heavyweight),M,Gold
5005,Amsterdam,1928,Aquatics,Diving,"DESJARDINS, Ulise Joseph ""Peter""",USA,Men,10m platform,M,Gold
5008,Amsterdam,1928,Aquatics,Diving,"BECKER-PINKSTON, Elizabeth",USA,Women,10m platform,W,Gold
5011,Amsterdam,1928,Aquatics,Diving,"DESJARDINS, Ulise Joseph ""Peter""",USA,Men,3m springboard,M,Gold
5014,Amsterdam,1928,Aquatics,Diving,"MEANY, Helen",USA,Women,3m springboard,W,Gold
5017,Amsterdam,1928,Aquatics,Swimming,"KOJAC, George Harold",USA,Men,100m backstroke,M,Gold
5020,Amsterdam,1928,Aquatics,Swimming,"BRAUN, Maria Johanna",NED,Women,100m backstroke,W,Gold
5023,Amsterdam,1928,Aquatics,Swimming,"WEISSMULLER, Johnny",USA,Men,100m freestyle,M,Gold
5026,Amsterdam,1928,Aquatics,Swimming,"OSIPOWICH, Albina Lucy",USA,Women,100m freestyle,W,Gold
5029,Amsterdam,1928,Aquatics,Swimming,"BORG, Arne",SWE,Men,1500m freestyle,M,Gold
5032,Amsterdam,1928,Aquatics,Swimming,"TSURUTA, Yoshiyuki",JPN,Men,200m breaststroke,M,Gold
5035,Amsterdam,1928,Aquatics,Swimming,"SCHRADER, Hilde",GER,Women,200m breaststroke,W,Gold
5038,Amsterdam,1928,Aquatics,Swimming,"ZORRILLA, Victoriano",ARG,Men,400m freestyle,M,Gold
5041,Amsterdam,1928,Aquatics,Swimming,"NORELIUS, Martha",USA,Women,400m freestyle,W,Gold
5047,Amsterdam,1928,Aquatics,Swimming,"LAMBERT, Adelaide T.",USA,Women,4x100m freestyle relay,W,Gold
5048,Amsterdam,1928,Aquatics,Swimming,"NORELIUS, Martha",USA,Women,4x100m freestyle relay,W,Gold
5049,Amsterdam,1928,Aquatics,Swimming,"OSIPOWICH, Albina Lucy",USA,Women,4x100m freestyle relay,W,Gold
5050,Amsterdam,1928,Aquatics,Swimming,"SAVILLE, Eleanor",USA,Women,4x100m freestyle relay,W,Gold
5059,Amsterdam,1928,Aquatics,Swimming,"CLAPP, Austin Rhone",USA,Men,4x200m freestyle relay,M,Gold
5060,Amsterdam,1928,Aquatics,Swimming,"KOJAC, George Harold",USA,Men,4x200m freestyle relay,M,Gold
5061,Amsterdam,1928,Aquatics,Swimming,"LAUFER, Walter",USA,Men,4x200m freestyle relay,M,Gold
5062,Amsterdam,1928,Aquatics,Swimming,"WEISSMULLER, Johnny",USA,Men,4x200m freestyle relay,M,Gold
5076,Amsterdam,1928,Aquatics,Water polo,"AMANN, Max",GER,Men,water polo,M,Gold
5077,Amsterdam,1928,Aquatics,Water polo,"BÄHRE, Karl",GER,Men,water polo,M,Gold
5078,Amsterdam,1928,Aquatics,Water polo,"BENECKE, Emil",GER,Men,water polo,M,Gold
5079,Amsterdam,1928,Aquatics,Water polo,"BLANK, Johann",GER,Men,water polo,M,Gold
5080,Amsterdam,1928,Aquatics,Water polo,"CORDES, Otto",GER,Men,water polo,M,Gold
5081,Amsterdam,1928,Aquatics,Water polo,"GUNST, Fritz",GER,Men,water polo,M,Gold
5082,Amsterdam,1928,Aquatics,Water polo,"RADEMACHER, Erich",GER,Men,water polo,M,Gold
5083,Amsterdam,1928,Aquatics,Water polo,"RADEMACHER, Joachim",GER,Men,water polo,M,Gold
5092,Amsterdam,1928,Athletics,Athletics,"NURMI, Paavo",FIN,Men,10000m,M,Gold
5095,Amsterdam,1928,Athletics,Athletics,"WILLIAMS, Percy",CAN,Men,100m,M,Gold
5098,Amsterdam,1928,Athletics,Athletics,"ROBINSON, Elizabeth",USA,Women,100m,W,Gold
5101,Amsterdam,1928,Athletics,Athletics,"ATKINSON, Sidney",RSA,Men,110m hurdles,M,Gold
5104,Amsterdam,1928,Athletics,Athletics,"LARVA, Harri Edvin",FIN,Men,1500m,M,Gold
5107,Amsterdam,1928,Athletics,Athletics,"WILLIAMS, Percy",CAN,Men,200m,M,Gold
5110,Amsterdam,1928,Athletics,Athletics,"LOUKOLA, Toivo Aarne",FIN,Men,3000m steeplechase,M,Gold
5113,Amsterdam,1928,Athletics,Athletics,"BARBUTI, Raymond James",USA,Men,400m,M,Gold
5116,Amsterdam,1928,Athletics,Athletics,"BURGHLEY, David George",GBR,Men,400m hurdles,M,Gold
5122,Amsterdam,1928,Athletics,Athletics,"BORAH, Charles Edward",USA,Men,4x100m relay,M,Gold
5123,Amsterdam,1928,Athletics,Athletics,"QUINN, James F.",USA,Men,4x100m relay,M,Gold
5124,Amsterdam,1928,Athletics,Athletics,"RUSSELL, Henry Argue",USA,Men,4x100m relay,M,Gold
5125,Amsterdam,1928,Athletics,Athletics,"WYKOFF, Frank Clifford",USA,Men,4x100m relay,M,Gold
5134,Amsterdam,1928,Athletics,Athletics,"COOK, Myrtle Alice",CAN,Women,4x100m relay,W,Gold
5135,Amsterdam,1928,Athletics,Athletics,"ROSENFELD, Fanny",CAN,Women,4x100m relay,W,Gold
5136,Amsterdam,1928,Athletics,Athletics,"SMITH, Ethel M.",CAN,Women,4x100m relay,W,Gold
5137,Amsterdam,1928,Athletics,Athletics,"THOMPSON, Jean",CAN,Women,4x100m relay,W,Gold
5146,Amsterdam,1928,Athletics,Athletics,"ALDERMAN, Frederick Pitt",USA,Men,4x400m relay,M,Gold
5147,Amsterdam,1928,Athletics,Athletics,"BAIRD, George Hetzel",USA,Men,4x400m relay,M,Gold
5148,Amsterdam,1928,Athletics,Athletics,"BARBUTI, Raymond James",USA,Men,4x400m relay,M,Gold
5149,Amsterdam,1928,Athletics,Athletics,"SPENCER, Emerson Lane",USA,Men,4x400m relay,M,Gold
5155,Amsterdam,1928,Athletics,Athletics,"RITOLA, Ville",FIN,Men,5000m,M,Gold
5158,Amsterdam,1928,Athletics,Athletics,"LOWE, Douglas Gordon",GBR,Men,800m,M,Gold
5161,Amsterdam,1928,Athletics,Athletics,"RADKE, Karoline ""Lina""",GER,Women,800m,W,Gold
5164,Amsterdam,1928,Athletics,Athletics,"YRJÖLÄ, Paavo Ilmari",FIN,Men,decathlon,M,Gold
5167,Amsterdam,1928,Athletics,Athletics,"HOUSER, Lemuel Clarence",USA,Men,discus throw,M,Gold
5170,Amsterdam,1928,Athletics,Athletics,"KONOPACKA, Halina",POL,Women,discus throw,W,Gold
5173,Amsterdam,1928,Athletics,Athletics,"O'CALLAGHAN, Patrick",IRL,Men,hammer throw,M,Gold
5176,Amsterdam,1928,Athletics,Athletics,"KING, Robert Wade",USA,Men,high jump,M,Gold
5179,Amsterdam,1928,Athletics,Athletics,"CATHERWOOD, Ethel",CAN,Women,high jump,W,Gold
5182,Amsterdam,1928,Athletics,Athletics,"LUNDQVIST, Erik H.",SWE,Men,javelin throw,M,Gold
5185,Amsterdam,1928,Athletics,Athletics,"HAMM, Edward Barton",USA,Men,long jump,M,Gold
5188,Amsterdam,1928,Athletics,Athletics,"EL OUAFI, BoughÃ©ra Mohamed",FRA,Men,marathon,M,Gold
5191,Amsterdam,1928,Athletics,Athletics,"CARR, Sabin William",USA,Men,pole vault,M,Gold
5194,Amsterdam,1928,Athletics,Athletics,"KUCK, John H.",USA,Men,shot put,M,Gold
5197,Amsterdam,1928,Athletics,Athletics,"ODA, Mikio",JPN,Men,triple jump,M,Gold
5200,Amsterdam,1928,Boxing,Boxing,"KOCSIS, Antal",HUN,Men,- 50.8kg (flyweight),M,Gold
5203,Amsterdam,1928,Boxing,Boxing,"RODRIGUEZ JURADO, Arturo",ARG,Men,+ 79.38kg (heavyweight),M,Gold
5206,Amsterdam,1928,Boxing,Boxing,"TAMAGNINI, Vittorio",ITA,Men,50.8 - 53.52kg (bantamweight),M,Gold
5209,Amsterdam,1928,Boxing,Boxing,"VAN KLAVEREN, Lambertus",NED,Men,53.52 - 57.15kg (featherweight),M,Gold
5212,Amsterdam,1928,Boxing,Boxing,"ORLANDI, Carlo",ITA,Men,57.15 - 61.24kg (lightweight),M,Gold
5215,Amsterdam,1928,Boxing,Boxing,"MORGAN, Edward",NZL,Men,61.24 - 66.68kg (welterweight),M,Gold
5218,Amsterdam,1928,Boxing,Boxing,"TOSCANI, Piero",ITA,Men,66.68 - 72.57kg (middleweight),M,Gold
5221,Amsterdam,1928,Boxing,Boxing,"AVENDANO, Victor",ARG,Men,72.57 - 79.38kg (light-heavyweight),M,Gold
5224,Amsterdam,1928,Cycling,Cycling Road,"HANSEN, Henry Peter Christian",DEN,Men,individual time trial,M,Gold
5229,Amsterdam,1928,Cycling,Cycling Road,"HANSEN, Henry Peter Christian",DEN,Men,team time trial,M,Gold
5230,Amsterdam,1928,Cycling,Cycling Road,"JÖRGENSEN, Oving Orla",DEN,Men,team time trial,M,Gold
5231,Amsterdam,1928,Cycling,Cycling Road,"NIELSEN, Leo",DEN,Men,team time trial,M,Gold
5236,Amsterdam,1928,Cycling,Cycling Track,"BEAUFRAND, Roger",FRA,Men,1km Pursuit,M,Gold
5239,Amsterdam,1928,Cycling,Cycling Track,"FALCK HANSEN, Willy",DEN,Men,1km time trial,M,Gold
5243,Amsterdam,1928,Cycling,Cycling Track,"LEENE, Bernardus Petrus",NED,Men,2000m tandem,M,Gold
5244,Amsterdam,1928,Cycling,Cycling Track,"VAN DIJK, Daniel (Daan)",NED,Men,2000m tandem,M,Gold
5248,Amsterdam,1928,Cycling,Cycling Track,"BEAUFRAND, Roger",FRA,Men,Sprint indivual,M,Gold
5254,Amsterdam,1928,Cycling,Cycling Track,"CATTANEO, Marco",ITA,Men,Team Pursuit (4000m),M,Gold
5255,Amsterdam,1928,Cycling,Cycling Track,"FACCIANI, Cesare",ITA,Men,Team Pursuit (4000m),M,Gold
5256,Amsterdam,1928,Cycling,Cycling Track,"LUSIANI, Mario",ITA,Men,Team Pursuit (4000m),M,Gold
5257,Amsterdam,1928,Cycling,Cycling Track,"TASSELLI, Luigi",ITA,Men,Team Pursuit (4000m),M,Gold
5263,Amsterdam,1928,Equestrian,Dressage,"VON LANGEN, Carl-Friedrich",GER,Men,individual,X,Gold
5268,Amsterdam,1928,Equestrian,Dressage,"LINKENBACH, Hermann",GER,Men,team,X,Gold
5269,Amsterdam,1928,Equestrian,Dressage,"VON LANGEN, Carl-Friedrich",GER,Men,team,X,Gold
5270,Amsterdam,1928,Equestrian,Dressage,"VON LOTZBECK, Eugen",GER,Men,team,X,Gold
5275,Amsterdam,1928,Equestrian,Eventing,"PAHUD DE MORTANGES, Charles Ferdinand",NED,Men,individual,X,Gold
5280,Amsterdam,1928,Equestrian,Eventing,"DE KRUIJFF, Gerard Pieter",NED,Men,team,X,Gold
5281,Amsterdam,1928,Equestrian,Eventing,"PAHUD DE MORTANGES, Charles Ferdinand",NED,Men,team,X,Gold
5282,Amsterdam,1928,Equestrian,Eventing,"VAN DER VOORT VAN ZIJP, Adolf Dirk C.",NED,Men,team,X,Gold
5287,Amsterdam,1928,Equestrian,Jumping,"VENTURA, Frantisek",TCH,Men,individual,X,Gold
5293,Amsterdam,1928,Equestrian,Jumping,DE LOS TRUJILLOS (MARQUIS),ESP,Men,team,X,Gold
5294,Amsterdam,1928,Equestrian,Jumping,"GARCIA FERNANDEZ, Julio",ESP,Men,team,X,Gold
5295,Amsterdam,1928,Equestrian,Jumping,"NAVARRO-MORENES, José",ESP,Men,team,X,Gold
5300,Amsterdam,1928,Fencing,Fencing,"GAUDIN, Lucien",FRA,Men,épée individual,M,Gold
5303,Amsterdam,1928,Fencing,Fencing,"GAUDIN, Lucien",FRA,Men,foil individual,M,Gold
5306,Amsterdam,1928,Fencing,Fencing,"MAYER, Helene",GER,Women,foil individual,W,Gold
5313,Amsterdam,1928,Fencing,Fencing,"CHIAVACCI, Giorgio",ITA,Men,foil team,M,Gold
5314,Amsterdam,1928,Fencing,Fencing,"GAUDINI, Giulio",ITA,Men,foil team,M,Gold
5315,Amsterdam,1928,Fencing,Fencing,"GUARAGNA, Gioachino",ITA,Men,foil team,M,Gold
5316,Amsterdam,1928,Fencing,Fencing,"PESSINA, Giorgio",ITA,Men,foil team,M,Gold
5317,Amsterdam,1928,Fencing,Fencing,"PIGNOTTI, Ugo",ITA,Men,foil team,M,Gold
5318,Amsterdam,1928,Fencing,Fencing,"PULITI, Oreste",ITA,Men,foil team,M,Gold
5326,Amsterdam,1928,Fencing,Fencing,"VITEZ TERSZTYANSZKY, Odön",HUN,Men,sabre individual,M,Gold
5334,Amsterdam,1928,Fencing,Fencing,"GARAY, Janos",HUN,Men,sabre team,M,Gold
5335,Amsterdam,1928,Fencing,Fencing,"GLYKAIS, Gyula",HUN,Men,sabre team,M,Gold
5336,Amsterdam,1928,Fencing,Fencing,"GOMBOS, Sandor",HUN,Men,sabre team,M,Gold
5337,Amsterdam,1928,Fencing,Fencing,"PETSCHAUER, Attila",HUN,Men,sabre team,M,Gold
5338,Amsterdam,1928,Fencing,Fencing,"RADY, Jozsef",HUN,Men,sabre team,M,Gold
5339,Amsterdam,1928,Fencing,Fencing,"TERSZTYANSZKY, Ödön",HUN,Men,sabre team,M,Gold
5368,Amsterdam,1928,Football,Football,"ANDRADE, José",URU,Men,football,M,Gold
5369,Amsterdam,1928,Football,Football,"ANSELMO, P.",URU,Men,football,M,Gold
5370,Amsterdam,1928,Football,Football,"ARISPE, Pedro",URU,Men,football,M,Gold
5371,Amsterdam,1928,Football,Football,"ARREMON, Juan Pedro",URU,Men,football,M,Gold
5372,Amsterdam,1928,Football,Football,"BARTIBAS, V.",URU,Men,football,M,Gold
5373,Amsterdam,1928,Football,Football,"BATIGNANI, F.",URU,Men,football,M,Gold
5374,Amsterdam,1928,Football,Football,"BORJAS, René",URU,Men,football,M,Gold
5375,Amsterdam,1928,Football,Football,"CAMPOLO, Antonio",URU,Men,football,M,Gold
5376,Amsterdam,1928,Football,Football,"CANAVESI, Adhemar",URU,Men,football,M,Gold
5377,Amsterdam,1928,Football,Football,"CASTRO, Hector",URU,Men,football,M,Gold
5378,Amsterdam,1928,Football,Football,"CEA, Pedro",URU,Men,football,M,Gold
5379,Amsterdam,1928,Football,Football,"FERNANDEZ, Lorenzo",URU,Men,football,M,Gold
5380,Amsterdam,1928,Football,Football,"FIGUEROA, Roberto",URU,Men,football,M,Gold
5381,Amsterdam,1928,Football,Football,"GESTIDO, Alvaro",URU,Men,football,M,Gold
5382,Amsterdam,1928,Football,Football,"MAZALI, AndrÃ©s",URU,Men,football,M,Gold
5383,Amsterdam,1928,Football,Football,"MELOGNO, A.",URU,Men,football,M,Gold
5384,Amsterdam,1928,Football,Football,"NASAZZI, José",URU,Men,football,M,Gold
5385,Amsterdam,1928,Football,Football,"PETRONE, Pedro",URU,Men,football,M,Gold
5386,Amsterdam,1928,Football,Football,"PIRIZ, Juan",URU,Men,football,M,Gold
5387,Amsterdam,1928,Football,Football,"SCARONE, Hector",URU,Men,football,M,Gold
5388,Amsterdam,1928,Football,Football,"TEJERA, D.",URU,Men,football,M,Gold
5389,Amsterdam,1928,Football,Football,"URDINARAN, Antonio",URU,Men,football,M,Gold
5413,Amsterdam,1928,Gymnastics,Artistic G.,"MIEZ, Georges",SUI,Men,horizontal bar,M,Gold
5416,Amsterdam,1928,Gymnastics,Artistic G.,"MIEZ, Georges",SUI,Men,individual all-round,M,Gold
5419,Amsterdam,1928,Gymnastics,Artistic G.,"VACHA, Ladislav",TCH,Men,parallel bars,M,Gold
5422,Amsterdam,1928,Gymnastics,Artistic G.,"HÄNGGI, Hermann",SUI,Men,pommel horse,M,Gold
5425,Amsterdam,1928,Gymnastics,Artistic G.,"STUKELJ, Leon",YUG,Men,rings,M,Gold
5435,Amsterdam,1928,Gymnastics,Artistic G.,"GRIEDER, Hans",SUI,Men,team competition,M,Gold
5436,Amsterdam,1928,Gymnastics,Artistic G.,"GÜTTINGER, August",SUI,Men,team competition,M,Gold
5437,Amsterdam,1928,Gymnastics,Artistic G.,"HÄNGGI, Hermann",SUI,Men,team competition,M,Gold
5438,Amsterdam,1928,Gymnastics,Artistic G.,"MACK, Eugen",SUI,Men,team competition,M,Gold
5439,Amsterdam,1928,Gymnastics,Artistic G.,"MIEZ, Georges",SUI,Men,team competition,M,Gold
5440,Amsterdam,1928,Gymnastics,Artistic G.,"PFISTER, Otto",SUI,Men,team competition,M,Gold
5441,Amsterdam,1928,Gymnastics,Artistic G.,"STEINEMANN, Eduard",SUI,Men,team competition,M,Gold
5442,Amsterdam,1928,Gymnastics,Artistic G.,"WEZEL, Melchior",SUI,Men,team competition,M,Gold
5463,Amsterdam,1928,Gymnastics,Artistic G.,"AGSTERIBBE, Estella",NED,Women,team competition,W,Gold
5464,Amsterdam,1928,Gymnastics,Artistic G.,"BURGERHOF, Petronella",NED,Women,team competition,W,Gold
5465,Amsterdam,1928,Gymnastics,Artistic G.,"DE LEVIE, Elka",NED,Women,team competition,W,Gold
