,Holding Place,Year,Sport,Discipline,Athlete,NOC,Gender,Event,Event_gender,Medal
12521,Mexico,1968,Sailing,Sailing,"ANDERSON, Paul Richard",GBR,Men,5.5m,X,Bronze
12522,Mexico,1968,Sailing,Sailing,"JARDINE, Adrian",GBR,Men,5.5m,X,Bronze
12529,Mexico,1968,Sailing,Sailing,"BOROWSKI, Paul",GDR,Men,dragon,X,Bronze
12530,Mexico,1968,Sailing,Sailing,"THUN, Karl-Heinz",GDR,Men,dragon,X,Bronze
12531,Mexico,1968,Sailing,Sailing,"WEICHERT, Konrad",GDR,Men,dragon,X,Bronze
12538,Mexico,1968,Sailing,Sailing,"CONRAD, Reinaldo",BRA,Men,flying dutchman,X,Bronze
12539,Mexico,1968,Sailing,Sailing,"CORDES, Burkhard",BRA,Men,flying dutchman,X,Bronze
12544,Mexico,1968,Sailing,Sailing,"ALBARELLI, Fabio",ITA,Men,single-handed dinghy (Finn),M,Bronze
12547,Mexico,1968,Sailing,Sailing,"CAVALLO, Franco",ITA,Men,two-person keelboat open (Star),X,Bronze
12548,Mexico,1968,Sailing,Sailing,"GARGANO, Camillo",ITA,Men,two-person keelboat open (Star),X,Bronze
12553,Mexico,1968,Shooting,Shooting,"SULEIMANOV, Renart",URS,Men,25m rapid fire pistol (60 shots),M,Bronze
12556,Mexico,1968,Shooting,Shooting,"MÜLLER, Kurt",SUI,Men,300m free rifle 3 positions (3x40 shots),M,Bronze
12559,Mexico,1968,Shooting,Shooting,"VOLLMAR, Harald",GDR,Men,50m pistol (60 shots),M,Bronze
12562,Mexico,1968,Shooting,Shooting,"PARKHIMOVICH, Vitali",URS,Men,50m rifle 3 positions (3x40 shots),M,Bronze
12565,Mexico,1968,Shooting,Shooting,"BALLINGER, Ian Roy",NZL,Men,50m rifle prone (60 shots),M,Bronze
12568,Mexico,1968,Shooting,Shooting,"WIRNHIER, Konrad",FRG,Men,skeet (125 targets),M,Bronze
12571,Mexico,1968,Shooting,Shooting,"CZEKALLA, Kurt",GDR,Men,trap (125 targets),M,Bronze
12574,Mexico,1968,Volleyball,Volleyball,"GOLIAN, Bohumil",TCH,Men,volleyball,M,Bronze
12575,Mexico,1968,Volleyball,Volleyball,"GROESSEL, Zdenek",TCH,Men,volleyball,M,Bronze
12576,Mexico,1968,Volleyball,Volleyball,"KOP, Petr",TCH,Men,volleyball,M,Bronze
12577,Mexico,1968,Volleyball,Volleyball,"KOUDELKA, Drahomir",TCH,Men,volleyball,M,Bronze
12578,Mexico,1968,Volleyball,Volleyball,"MUSIL, Josef",TCH,Men,volleyball,M,Bronze
12579,Mexico,1968,Volleyball,Volleyball,"PETLAK, Vladimir",TCH,Men,volleyball,M,Bronze
12580,Mexico,1968,Volleyball,Volleyball,"PROCHAZKA, Antonin",TCH,Men,volleyball,M,Bronze
12581,Mexico,1968,Volleyball,Volleyball,"SCHENK, Pavel",TCH,Men,volleyball,M,Bronze
12582,Mexico,1968,Volleyball,Volleyball,"SMOLKA, Josef",TCH,Men,volleyball,M,Bronze
12583,Mexico,1968,Volleyball,Volleyball,"SOKOL, Frantisek",TCH,Men,volleyball,M,Bronze
12584,Mexico,1968,Volleyball,Volleyball,"SVOBODA, Jiri",TCH,Men,volleyball,M,Bronze
12585,Mexico,1968,Volleyball,Volleyball,"ZAJISEK, Lubomir",TCH,Men,volleyball,M,Bronze
12610,Mexico,1968,Volleyball,Volleyball,"ASKIELOWICZ, Halina",POL,Women,volleyball,W,Bronze
12611,Mexico,1968,Volleyball,Volleyball,"CHMIELNICKA, Lidia",POL,Women,volleyball,W,Bronze
12612,Mexico,1968,Volleyball,Volleyball,"CZAJKOWSKA, Krystyna",POL,Women,volleyball,W,Bronze
12613,Mexico,1968,Volleyball,Volleyball,"HERMELA-NIEMCZYK, Barbara Wieslawa",POL,Women,volleyball,W,Bronze
12614,Mexico,1968,Volleyball,Volleyball,"JAKUBOWSKA, Krystyna",POL,Women,volleyball,W,Bronze
12615,Mexico,1968,Volleyball,Volleyball,"KRUP, Krystyna",POL,Women,volleyball,W,Bronze
12616,Mexico,1968,Volleyball,Volleyball,"LEDWIG, Jozefa",POL,Women,volleyball,W,Bronze
12617,Mexico,1968,Volleyball,Volleyball,"MARKO-KSIAZEK, Jadwiga",POL,Women,volleyball,W,Bronze
12618,Mexico,1968,Volleyball,Volleyball,"OSTROMECKA, Krystyna",POL,Women,volleyball,W,Bronze
12619,Mexico,1968,Volleyball,Volleyball,"PORZEC, Elzbieta",POL,Women,volleyball,W,Bronze
12620,Mexico,1968,Volleyball,Volleyball,"SZCZESNIEWSKA, Zofia",POL,Women,volleyball,W,Bronze
12621,Mexico,1968,Volleyball,Volleyball,"WIECHA, Wanda",POL,Women,volleyball,W,Bronze
12646,Mexico,1968,Weightlifting,Weightlifting,"TREBICKI, Henryk",POL,Men,"- 56kg, total (bantamweight)",M,Bronze
12649,Mexico,1968,Weightlifting,Weightlifting,"DUBE, Joseph Douglas",USA,Men,"+ 90kg, total (heavyweight)",M,Bronze
12652,Mexico,1968,Weightlifting,Weightlifting,"MIYAKE, Yoshiyuki",JPN,Men,"56 - 60kg, total (featherweight)",M,Bronze
12655,Mexico,1968,Weightlifting,Weightlifting,"ZIELINSKI, Marian",POL,Men,"60 - 67.5kg, total (lightweight)",M,Bronze
12658,Mexico,1968,Weightlifting,Weightlifting,"BAKOS, Karoly",HUN,Men,"67.5 - 75kg, total (middleweight)",M,Bronze
12661,Mexico,1968,Weightlifting,Weightlifting,"OZIMEK, Norbert",POL,Men,"75 - 82.5kg, total (light-heavyweight)",M,Bronze
12664,Mexico,1968,Weightlifting,Weightlifting,"GOLAB, Marek",POL,Men,"82.5 - 90kg, total (middle-heavyweight)",M,Bronze
12667,Mexico,1968,Wrestling,Wrestling Free.,"SURENJAV, Sukhbaatar",MGL,Men,- 52kg (flyweight),M,Bronze
12670,Mexico,1968,Wrestling,Wrestling Free.,"DIETRICH, Wilfried",FRG,Men,+ 97kg (heavyweight),M,Bronze
12673,Mexico,1968,Wrestling,Wrestling Free.,"GORGORI, Abutaleb",IRI,Men,52 - 57kg (bantamweight),M,Bronze
12676,Mexico,1968,Wrestling,Wrestling Free.,"SEYED-ABBASSI, Shamseddin",IRI,Men,57 - 63kg (featherweight),M,Bronze
12679,Mexico,1968,Wrestling,Wrestling Free.,"DANZANDARJAA, Sereeter",MGL,Men,63 - 70kg (lightweight),M,Bronze
12682,Mexico,1968,Wrestling,Wrestling Free.,"PUREV, Dagvasuren",MGL,Men,70 - 78kg (welterweight),M,Bronze
12685,Mexico,1968,Wrestling,Wrestling Free.,"GARDJEV, Prodan Stoyanov",BUL,Men,78 - 87kg (middleweight),M,Bronze
12688,Mexico,1968,Wrestling,Wrestling Free.,"CSATARI, Jozsef",HUN,Men,87 - 97kg (light-heavyweight),M,Bronze
12691,Mexico,1968,Wrestling,Wrestling Gre-R,"ZEMAN, Miroslav",TCH,Men,- 52kg (flyweight),M,Bronze
12694,Mexico,1968,Wrestling,Wrestling Gre-R,"KMENT, Petr",TCH,Men,+ 97kg (super heavyweight),M,Bronze
12697,Mexico,1968,Wrestling,Wrestling Gre-R,"KOCHERGIN, Ivan",URS,Men,52 - 57kg (bantamweight),M,Bronze
12700,Mexico,1968,Wrestling,Wrestling Gre-R,"POPESCU, Simion",ROU,Men,57 - 63kg (featherweight),M,Bronze
12703,Mexico,1968,Wrestling,Wrestling Gre-R,"GALAKTOPOULOS, Petros",GRE,Men,63 - 70kg (lightweight),M,Bronze
12706,Mexico,1968,Wrestling,Wrestling Gre-R,"BAJKO, Karoly",HUN,Men,70 - 78kg (welterweight),M,Bronze
12709,Mexico,1968,Wrestling,Wrestling Gre-R,"SIMIC, Branislav",YUG,Men,78 - 87kg (middleweight),M,Bronze
12712,Mexico,1968,Wrestling,Wrestling Gre-R,"MARTINESCU, Nicolae",ROU,Men,87 - 97kg (light-heavyweight),M,Bronze
12715,Munich,1972,Aquatics,Diving,"CAGNOTTO, Giorgio Franco",ITA,Men,10m platform,M,Bronze
12718,Munich,1972,Aquatics,Diving,"JANICKE, Marina",GDR,Women,10m platform,W,Bronze
12721,Munich,1972,Aquatics,Diving,"LINCOLN, Craig Howard",USA,Men,3m springboard,M,Bronze
12724,Munich,1972,Aquatics,Diving,"JANICKE, Marina",GDR,Women,3m springboard,W,Bronze
12727,Munich,1972,Aquatics,Swimming,"MURPHY, John Joseph",USA,Men,100m backstroke,M,Bronze
12730,Munich,1972,Aquatics,Swimming,"ATWOOD, Susanne Jean",USA,Women,100m backstroke,W,Bronze
12733,Munich,1972,Aquatics,Swimming,"HENCKEN, John Frederick",USA,Men,100m breaststroke,M,Bronze
12736,Munich,1972,Aquatics,Swimming,"WHITFIELD, Beverley Joy",AUS,Women,100m breaststroke,W,Bronze
12739,Munich,1972,Aquatics,Swimming,"HEIDENREICH, Jerry Alan",USA,Men,100m butterfly,M,Bronze
12742,Munich,1972,Aquatics,Swimming,"GYARMATI, Andrea",HUN,Women,100m butterfly,W,Bronze
12745,Munich,1972,Aquatics,Swimming,"BURE, Vladimir",URS,Men,100m freestyle,M,Bronze
12748,Munich,1972,Aquatics,Swimming,"GOULD, Shane",AUS,Women,100m freestyle,W,Bronze
12751,Munich,1972,Aquatics,Swimming,"NORTHWAY, Douglas Dale",USA,Men,1500m freestyle,M,Bronze
12754,Munich,1972,Aquatics,Swimming,"IVEY, Mitchell",USA,Men,200m backstroke,M,Bronze
12757,Munich,1972,Aquatics,Swimming,"GURR, Donna Marie",CAN,Women,200m backstroke,W,Bronze
12760,Munich,1972,Aquatics,Swimming,"TAGUCHI, Nobutaka",JPN,Men,200m breaststroke,M,Bronze
12763,Munich,1972,Aquatics,Swimming,"PROZUMENSCHIKOVA-STEPANOVA, Galina",URS,Women,200m breaststroke,W,Bronze
12766,Munich,1972,Aquatics,Swimming,"BACKHAUS, Robin James",USA,Men,200m butterfly,M,Bronze
12769,Munich,1972,Aquatics,Swimming,"DANIEL, Eleanor Suzanne",USA,Women,200m butterfly,W,Bronze
12772,Munich,1972,Aquatics,Swimming,"LAMPE, Werner",FRG,Men,200m freestyle,M,Bronze
12775,Munich,1972,Aquatics,Swimming,"ROTHHAMMER, Keena Ruth",USA,Women,200m freestyle,W,Bronze
12778,Munich,1972,Aquatics,Swimming,"FURNISS, Steven Charles",USA,Men,200m individual medley,M,Bronze
12781,Munich,1972,Aquatics,Swimming,"VIDALI, Lynn Marie",USA,Women,200m individual medley,W,Bronze
12784,Munich,1972,Aquatics,Swimming,"MCBREEN, Thomas Sean",USA,Men,400m freestyle,M,Bronze
12787,Munich,1972,Aquatics,Swimming,"WEGNER, Gudrun",GDR,Women,400m freestyle,W,Bronze
12790,Munich,1972,Aquatics,Swimming,"HARGITAY, Andras",HUN,Men,400m individual medley,M,Bronze
12793,Munich,1972,Aquatics,Swimming,"CALLIGARIS, Novella",ITA,Women,400m individual medley,W,Bronze
12796,Munich,1972,Aquatics,Swimming,"BRUCH, Peter",GDR,Men,4x100m freestyle relay,M,Bronze
12797,Munich,1972,Aquatics,Swimming,"HARTUNG, Wilfried",GDR,Men,4x100m freestyle relay,M,Bronze
12798,Munich,1972,Aquatics,Swimming,"MATTHES, Roland",GDR,Men,4x100m freestyle relay,M,Bronze
12799,Munich,1972,Aquatics,Swimming,"UNGER, Lutz",GDR,Men,4x100m freestyle relay,M,Bronze
12808,Munich,1972,Aquatics,Swimming,"BECKMANN, Gudrun",FRG,Women,4x100m freestyle relay,W,Bronze
12809,Munich,1972,Aquatics,Swimming,"REINECK, Heidemarie",FRG,Women,4x100m freestyle relay,W,Bronze
12810,Munich,1972,Aquatics,Swimming,"STEINBACH, Angela",FRG,Women,4x100m freestyle relay,W,Bronze
12811,Munich,1972,Aquatics,Swimming,"WEBER, Judith (Jutta)",FRG,Women,4x100m freestyle relay,W,Bronze
12820,Munich,1972,Aquatics,Swimming,"FISH, Erik",CAN,Men,4x100m medley relay,M,Bronze
12821,Munich,1972,Aquatics,Swimming,"KASTING, Robert",CAN,Men,4x100m medley relay,M,Bronze
12822,Munich,1972,Aquatics,Swimming,"MAHONY, William",CAN,Men,4x100m medley relay,M,Bronze
12823,Munich,1972,Aquatics,Swimming,"ROBERTSON, Bruce Richard",CAN,Men,4x100m medley relay,M,Bronze
12832,Munich,1972,Aquatics,Swimming,"BECKMANN, Gudrun",FRG,Women,4x100m medley relay,W,Bronze
12833,Munich,1972,Aquatics,Swimming,"EBERLE, Verena (Vreni)",FRG,Women,4x100m medley relay,W,Bronze
12834,Munich,1972,Aquatics,Swimming,"PIELEN, Silke",FRG,Women,4x100m medley relay,W,Bronze
12835,Munich,1972,Aquatics,Swimming,"REINECK, Heidemarie",FRG,Women,4x100m medley relay,W,Bronze
12844,Munich,1972,Aquatics,Swimming,"BURE, Vladimir",URS,Men,4x200m freestyle relay,M,Bronze
12845,Munich,1972,Aquatics,Swimming,"GRIVENNIKOV, Igor",URS,Men,4x200m freestyle relay,M,Bronze
12846,Munich,1972,Aquatics,Swimming,"KULIKOV, Georgi",URS,Men,4x200m freestyle relay,M,Bronze
12847,Munich,1972,Aquatics,Swimming,"MAZANOV, Viktor",URS,Men,4x200m freestyle relay,M,Bronze
12856,Munich,1972,Aquatics,Swimming,"CALLIGARIS, Novella",ITA,Women,800m freestyle,W,Bronze
12859,Munich,1972,Aquatics,Water polo,"ASCH, Peter Gregory",USA,Men,water polo,M,Bronze
12860,Munich,1972,Aquatics,Water polo,"BARNETT, Steven William",USA,Men,water polo,M,Bronze
12861,Munich,1972,Aquatics,Water polo,"BRADLEY, Myron Bruce",USA,Men,water polo,M,Bronze
12862,Munich,1972,Aquatics,Water polo,"COLE, Stanley Clark",USA,Men,water polo,M,Bronze
12863,Munich,1972,Aquatics,Water polo,"FERGUSON, James Michael",USA,Men,water polo,M,Bronze
12864,Munich,1972,Aquatics,Water polo,"LINDROTH, Eric Emil",USA,Men,water polo,M,Bronze
12865,Munich,1972,Aquatics,Water polo,"PARKER, John Michael",USA,Men,water polo,M,Bronze
12866,Munich,1972,Aquatics,Water polo,"SHEERER, Gary Peter",USA,Men,water polo,M,Bronze
12867,Munich,1972,Aquatics,Water polo,"SLATTON, James Walter",USA,Men,water polo,M,Bronze
12868,Munich,1972,Aquatics,Water polo,"WEBB, Russell Irving",USA,Men,water polo,M,Bronze
12869,Munich,1972,Aquatics,Water polo,"WEITZENBERG, Charles Barry",USA,Men,water polo,M,Bronze
12892,Munich,1972,Archery,Archery,"LAASONEN, Kyösti Kalevi",FIN,Men,individual FITA round,M,Bronze
12895,Munich,1972,Archery,Archery,"GAPCHENKO, Emma",URS,Women,individual FITA round,W,Bronze
12898,Munich,1972,Athletics,Athletics,"YIFTER, Miruts",ETH,Men,10000m,M,Bronze
12901,Munich,1972,Athletics,Athletics,"MILLER, Lennox",JAM,Men,100m,M,Bronze
12904,Munich,1972,Athletics,Athletics,"CHIVAS BARO, Silvia",CUB,Women,100m,W,Bronze
12907,Munich,1972,Athletics,Athletics,"RICHERT-BALZER, Karin",GDR,Women,100m hurdles,W,Bronze
12910,Munich,1972,Athletics,Athletics,"HILL, Thomas",USA,Men,110m hurdles,M,Bronze
12913,Munich,1972,Athletics,Athletics,"DIXON, Rodney",NZL,Men,1500m,M,Bronze
12916,Munich,1972,Athletics,Athletics,"PIGNI-CACCHI, Paola",ITA,Women,1500m,W,Bronze
12919,Munich,1972,Athletics,Athletics,"MENNEA, Pietro",ITA,Men,200m,M,Bronze
12922,Munich,1972,Athletics,Athletics,"SZEWINSKA, Irena",POL,Women,200m,W,Bronze
12925,Munich,1972,Athletics,Athletics,"REIMANN, Hans",GDR,Men,20km walk,M,Bronze
12928,Munich,1972,Athletics,Athletics,"KANTANEN, Tapio",FIN,Men,3000m steeplechase,M,Bronze
12931,Munich,1972,Athletics,Athletics,"SANG, Julius",KEN,Men,400m,M,Bronze
12934,Munich,1972,Athletics,Athletics,"HAMMOND, Kathleen",USA,Women,400m,W,Bronze
12937,Munich,1972,Athletics,Athletics,"HEMERY, David Peter",GBR,Men,400m hurdles,M,Bronze
12940,Munich,1972,Athletics,Athletics,"EHL, Klaus",FRG,Men,4x100m relay,M,Bronze
12941,Munich,1972,Athletics,Athletics,"HIRSCHT, Jobst",FRG,Men,4x100m relay,M,Bronze
12942,Munich,1972,Athletics,Athletics,"KLOTZ, Karlheinz",FRG,Men,4x100m relay,M,Bronze
12943,Munich,1972,Athletics,Athletics,"WUCHERER, Gerhard",FRG,Men,4x100m relay,M,Bronze
12952,Munich,1972,Athletics,Athletics,"CHIVAS BARO, Silvia",CUB,Women,4x100m relay,W,Bronze
12953,Munich,1972,Athletics,Athletics,"ELEJALDE DIAZ, Marlene",CUB,Women,4x100m relay,W,Bronze
12954,Munich,1972,Athletics,Athletics,"ROMAY MARTINEZ, Fulgencia",CUB,Women,4x100m relay,W,Bronze
12955,Munich,1972,Athletics,Athletics,"VALDES CAPOTE, Carmen",CUB,Women,4x100m relay,W,Bronze
12964,Munich,1972,Athletics,Athletics,"BERTOULD, Gilles",FRA,Men,4x400m relay,M,Bronze
12965,Munich,1972,Athletics,Athletics,"CARETTE, Jacques",FRA,Men,4x400m relay,M,Bronze
12966,Munich,1972,Athletics,Athletics,"KERBIROU, Francis",FRA,Men,4x400m relay,M,Bronze
12967,Munich,1972,Athletics,Athletics,"VELASQUES, Daniel Roger",FRA,Men,4x400m relay,M,Bronze
12976,Munich,1972,Athletics,Athletics,"BÖDDING-ECKHOFF, Inge",FRG,Women,4x400m relay,W,Bronze
12977,Munich,1972,Athletics,Athletics,"FALCK-JANZE, Hildegard",FRG,Women,4x400m relay,W,Bronze
12978,Munich,1972,Athletics,Athletics,"RÜCKES, Anette",FRG,Women,4x400m relay,W,Bronze
12979,Munich,1972,Athletics,Athletics,"WILDEN-JAHN, Rita",FRG,Women,4x400m relay,W,Bronze
12988,Munich,1972,Athletics,Athletics,"STEWART, Ian",GBR,Men,5000m,M,Bronze
12991,Munich,1972,Athletics,Athletics,"YOUNG, Lawrence Dean",USA,Men,50km walk,M,Bronze
12994,Munich,1972,Athletics,Athletics,"BOIT, Michael",KEN,Men,800m,M,Bronze
12997,Munich,1972,Athletics,Athletics,"HOFFMEISTER, Gunhild",GDR,Women,800m,W,Bronze
13000,Munich,1972,Athletics,Athletics,"KATUS, Ryszard",POL,Men,decathlon,M,Bronze
13003,Munich,1972,Athletics,Athletics,"BRUCH, Rickard",SWE,Men,discus throw,M,Bronze
13006,Munich,1972,Athletics,Athletics,"STOEVA, Vassilka",BUL,Women,discus throw,W,Bronze
13009,Munich,1972,Athletics,Athletics,"KHMELEVSKY, Vasili",URS,Men,hammer throw,M,Bronze
13012,Munich,1972,Athletics,Athletics,"STONES, Dwight Edwin",USA,Men,high jump,M,Bronze
13015,Munich,1972,Athletics,Athletics,"GUSENBAUER-MAJDAN, Ilona",AUT,Women,high jump,W,Bronze
13018,Munich,1972,Athletics,Athletics,"SCHMIDT, William David",USA,Men,javelin throw,M,Bronze
13021,Munich,1972,Athletics,Athletics,"SCHMIDT, Kathryn Joan",USA,Women,javelin throw,W,Bronze
13024,Munich,1972,Athletics,Athletics,"ROBINSON, Arnie",USA,Men,long jump,M,Bronze
13027,Munich,1972,Athletics,Athletics,"SURANOVA, Eva",TCH,Women,long jump,W,Bronze
13030,Munich,1972,Athletics,Athletics,"WOLDE, Mamo",ETH,Men,marathon,M,Bronze
13033,Munich,1972,Athletics,Athletics,"POLLAK, Burglinde",GDR,Women,pentathlon,W,Bronze
13036,Munich,1972,Athletics,Athletics,"JOHNSON, Jan Eric",USA,Men,pole vault,M,Bronze
13039,Munich,1972,Athletics,Athletics,"BRIESENICK, Hartmut",GDR,Men,shot put,M,Bronze
13042,Munich,1972,Athletics,Athletics,"CHRISTOVA-TODOROVA, Ivanka Mikailova",BUL,Women,shot put,W,Bronze
13045,Munich,1972,Athletics,Athletics,"PRUDENCIO, Nelson",BRA,Men,triple jump,M,Bronze
13048,Munich,1972,Basketball,Basketball,"ALVAREZ POZO, Miguel",CUB,Men,basketball,M,Bronze
13049,Munich,1972,Basketball,Basketball,"CALDERON GOMEZ, Miguel",CUB,Men,basketball,M,Bronze
13050,Munich,1972,Basketball,Basketball,"CANIZARES POEY, Rafael",CUB,Men,basketball,M,Bronze
13051,Munich,1972,Basketball,Basketball,"CHAPPE GARCIA, Pedro",CUB,Men,basketball,M,Bronze
13052,Munich,1972,Basketball,Basketball,"DOMECQ FORTUONDO, Juan Carlos",CUB,Men,basketball,M,Bronze
13053,Munich,1972,Basketball,Basketball,"HERRERA MARTINEZ, Tomas",CUB,Men,basketball,M,Bronze
13054,Munich,1972,Basketball,Basketball,"HERRERA TABIO, Ruperto",CUB,Men,basketball,M,Bronze
13055,Munich,1972,Basketball,Basketball,"PEREZ ARMENTEROS, Conrado",CUB,Men,basketball,M,Bronze
13056,Munich,1972,Basketball,Basketball,"ROCA BRUNET, Juan",CUB,Men,basketball,M,Bronze
13057,Munich,1972,Basketball,Basketball,"STANDARD JOHNSON, Franklin",CUB,Men,basketball,M,Bronze
13058,Munich,1972,Basketball,Basketball,"URGELLES GUIBOT, Alejandro",CUB,Men,basketball,M,Bronze
13059,Munich,1972,Basketball,Basketball,"VARONA VARONA, Oscar",CUB,Men,basketball,M,Bronze
13084,Munich,1972,Boxing,Boxing,"EVANS, Ralph",GBR,Men,- 48kg (light-flyweight),M,Bronze
13085,Munich,1972,Boxing,Boxing,"RODRIGUEZ CAL, Enrique",ESP,Men,- 48kg (light-flyweight),M,Bronze
13088,Munich,1972,Boxing,Boxing,"HUSSING, Peter",FRG,Men,+ 81kg (heavyweight),M,Bronze
13089,Munich,1972,Boxing,Boxing,"THOMSEN, Hasse",SWE,Men,+ 81kg (heavyweight),M,Bronze
13092,Munich,1972,Boxing,Boxing,"BLAZYNSKI, Leszek",POL,Men,48 - 51kg (flyweight),M,Bronze
13093,Munich,1972,Boxing,Boxing,"RODRIGUEZ GUARDIOLA, Douglas",CUB,Men,48 - 51kg (flyweight),M,Bronze
13096,Munich,1972,Boxing,Boxing,"CARRERAS, Ricardo Luis",USA,Men,51 - 54kg (bantamweight),M,Bronze
13097,Munich,1972,Boxing,Boxing,"TURPIN, George",GBR,Men,51 - 54kg (bantamweight),M,Bronze
13100,Munich,1972,Boxing,Boxing,"BOTOS, Andras",HUN,Men,54 - 57kg (featherweight),M,Bronze
13101,Munich,1972,Boxing,Boxing,"ROJAS, Clemente",COL,Men,54 - 57kg (featherweight),M,Bronze
13104,Munich,1972,Boxing,Boxing,"MBUGUA, Samuel",KEN,Men,57 - 60kg (lightweight),M,Bronze
13105,Munich,1972,Boxing,Boxing,"PEREZ, Alfonso",COL,Men,57 - 60kg (lightweight),M,Bronze
13108,Munich,1972,Boxing,Boxing,"DABORG, Issaka",NIG,Men,60 - 63.5kg (light-welterweight),M,Bronze
13109,Munich,1972,Boxing,Boxing,"VUJIN, Zvonimir",YUG,Men,60 - 63.5kg (light-welterweight),M,Bronze
13112,Munich,1972,Boxing,Boxing,"MURUNGA, Richard (Tiger)",KEN,Men,63.5 - 67kg (welterweight),M,Bronze
13113,Munich,1972,Boxing,Boxing,"VALDEZ, John (Jesse)",USA,Men,63.5 - 67kg (welterweight),M,Bronze
13116,Munich,1972,Boxing,Boxing,"MINTER, Alan",GBR,Men,67 - 71kg (light-middleweight),M,Bronze
13117,Munich,1972,Boxing,Boxing,"TIEPOLD, Peter",GDR,Men,67 - 71kg (light-middleweight),M,Bronze
13120,Munich,1972,Boxing,Boxing,"AMARTEY, Prince",GHA,Men,71-75kg,M,Bronze
13121,Munich,1972,Boxing,Boxing,"JOHNSON, Marvin L.",USA,Men,71-75kg,M,Bronze
13124,Munich,1972,Boxing,Boxing,"GORTAT, Janusz",POL,Men,75 - 81kg (light-heavyweight),M,Bronze
13125,Munich,1972,Boxing,Boxing,"IKHOURIA, Isaac",NGR,Men,75 - 81kg (light-heavyweight),M,Bronze
13128,Munich,1972,Canoe / Kayak,Canoe / Kayak F,"LEWE, Detlef",FRG,Men,C-1 1000m (canoe single),M,Bronze
13131,Munich,1972,Canoe / Kayak,Canoe / Kayak F,"BURTCHIN, Ivan",BUL,Men,C-2 1000m (canoe double),M,Bronze
13132,Munich,1972,Canoe / Kayak,Canoe / Kayak F,"DAMIANOV, Fedia",BUL,Men,C-2 1000m (canoe double),M,Bronze
13137,Munich,1972,Canoe / Kayak,Canoe / Kayak F,"CSAPO, Geza",HUN,Men,K-1 1000m (kayak single),M,Bronze
13140,Munich,1972,Canoe / Kayak,Canoe / Kayak F,"PFEFFER, Anna",HUN,Women,K-1 500m (kayak single),W,Bronze
13143,Munich,1972,Canoe / Kayak,Canoe / Kayak F,"PISZCZ, Rafal Maciej",POL,Men,K-2 1000m (kayak double),M,Bronze
13144,Munich,1972,Canoe / Kayak,Canoe / Kayak F,"SZUSZKIEWICZ, Wladyslaw",POL,Men,K-2 1000m (kayak double),M,Bronze
13149,Munich,1972,Canoe / Kayak,Canoe / Kayak F,"DUMITRU, Viorica",ROU,Women,K-2 500m (kayak double),W,Bronze
13150,Munich,1972,Canoe / Kayak,Canoe / Kayak F,"NICHIFOROV-MIHOREANU, Maria",ROU,Women,K-2 500m (kayak double),W,Bronze
13155,Munich,1972,Canoe / Kayak,Canoe / Kayak F,"AMUNDSEN, Steinar",NOR,Men,K-4 1000m (kayak four),M,Bronze
13156,Munich,1972,Canoe / Kayak,Canoe / Kayak F,"BERGER, Tore",NOR,Men,K-4 1000m (kayak four),M,Bronze
13157,Munich,1972,Canoe / Kayak,Canoe / Kayak F,"JOHANSEN, Jan",NOR,Men,K-4 1000m (kayak four),M,Bronze
13158,Munich,1972,Canoe / Kayak,Canoe / Kayak F,"SÖBY, Egil Wike",NOR,Men,K-4 1000m (kayak four),M,Bronze
13167,Munich,1972,Canoe / Kayak,Canoe / Kayak S,"MCEWAN, James Patrick",USA,Men,C-1 (canoe single),M,Bronze
13170,Munich,1972,Canoe / Kayak,Canoe / Kayak S,"OLRY, Jean-Claude",FRA,Men,C-2 (canoe double),M,Bronze
13171,Munich,1972,Canoe / Kayak,Canoe / Kayak S,"OLRY, Jean-Louis",FRA,Men,C-2 (canoe double),M,Bronze
13176,Munich,1972,Canoe / Kayak,Canoe / Kayak S,"GIMPEL, Harald",GDR,Men,K-1 (kayak single),M,Bronze
13179,Munich,1972,Canoe / Kayak,Canoe / Kayak S,"WUNDERLICH, Magdalena",FRG,Women,K-1 (kayak single),W,Bronze
13192,Munich,1972,Cycling,Cycling Track,"SCHÜTZE, Jürgen",GDR,Men,1km time trial,M,Bronze
13195,Munich,1972,Cycling,Cycling Track,"BEK, Andrzej",POL,Men,2000m tandem,M,Bronze
13196,Munich,1972,Cycling,Cycling Track,"KOCOT, Benedykt",POL,Men,2000m tandem,M,Bronze
13201,Munich,1972,Cycling,Cycling Track,"LUTZ, Hans",FRG,Men,Individual Pursuit,M,Bronze
13204,Munich,1972,Cycling,Cycling Track,"PKHAKADZE, Omar",URS,Men,Sprint indivual,M,Bronze
13207,Munich,1972,Cycling,Cycling Track,"BENNETT, Michael John",GBR,Men,Team Pursuit (4000m),M,Bronze
13208,Munich,1972,Cycling,Cycling Track,"HALLAM, Ian",GBR,Men,Team Pursuit (4000m),M,Bronze
13209,Munich,1972,Cycling,Cycling Track,"KEEBLE, Ronald James",GBR,Men,Team Pursuit (4000m),M,Bronze
13210,Munich,1972,Cycling,Cycling Track,"MOORE, William",GBR,Men,Team Pursuit (4000m),M,Bronze
13219,Munich,1972,Equestrian,Dressage,"NECKERMANN, Josef",FRG,Men,individual,X,Bronze
13225,Munich,1972,Equestrian,Dressage,"HAKANSSON, Ulla",SWE,Women,team,X,Bronze
